,MMM,ALK,ALLE,AAL,AME,AOS,ARNC,BA,CHRW,CAT,CTAS,CPRT,CSX,CMI,DE,DAL,DOV,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FLR,FTV,FBHS,GD,GE,GWW,HRS,HON,HII,INFO,ITW,IR,JEC,JBHT,JCI,KSU,LLL,LMT,MAS,NLSN,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,ROL,ROP,SNA,LUV,SWK,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WAB,WM,XYL
2017-06-23,212.9,91.63,81.45,48.63,60.43,56.36,25.54,202.23,66.99,104.11,129.41,31.54,52.65,159.14,123.6,52.92,78.51,76.88,59.08,139.39,55.36,42.87,215.35,44.47,44.0,64.1,66.05,201.32,27.57,176.38,111.39,133.99,186.84,46.55,145.78,91.08,52.81,86.78,41.82,101.86,167.88,280.64,38.91,37.46,119.29,257.4,62.51,159.63,65.63,31.62,162.36,64.04,47.46,162.19,42.01,231.51,154.47,61.92,143.05,45.78,268.12,108.1,76.79,110.27,104.85,122.22,82.36,88.52,73.43,54.33
2017-06-26,212.61,90.87,81.41,48.78,60.42,56.75,24.01,199.98,67.58,104.25,129.5,31.45,53.12,158.9,123.35,52.87,78.7,76.77,58.99,139.43,55.9,42.65,215.36,45.5,44.54,64.11,65.9,200.2,27.61,177.82,110.91,134.26,186.29,46.4,145.34,90.93,53.55,87.48,42.31,102.79,166.41,279.7,38.91,38.76,119.48,255.95,63.19,157.07,65.64,32.29,162.06,64.06,47.69,161.36,41.84,232.59,156.05,61.75,142.48,45.57,268.25,108.03,77.03,111.01,106.11,121.87,83.18,88.97,73.46,54.68
2017-06-27,209.78,88.92,80.59,48.5,60.09,56.28,21.84,198.89,67.33,103.93,125.82,31.28,53.32,158.2,122.0,52.84,78.14,76.43,58.64,138.35,55.78,42.11,214.33,45.31,44.99,63.37,65.47,198.84,27.21,175.08,109.35,132.93,186.97,45.37,142.27,90.51,53.53,87.7,42.15,102.28,166.03,277.83,38.25,38.94,119.04,255.33,62.8,156.22,65.09,32.16,161.16,63.98,47.53,159.37,41.18,230.12,154.9,61.51,140.49,46.45,265.38,107.35,76.0,109.67,105.78,121.59,82.82,88.46,73.11,54.5
2017-06-28,210.62,88.41,81.24,49.25,60.57,56.5,23.1,199.62,67.33,106.45,126.76,31.51,54.58,161.57,123.47,53.84,79.3,77.44,59.06,139.51,56.26,42.45,217.15,45.64,45.37,64.41,65.87,200.83,27.08,176.96,110.42,133.97,187.36,45.05,143.63,91.63,54.21,91.38,42.88,103.35,168.04,280.02,38.76,38.98,120.72,257.56,65.36,158.01,66.05,32.26,162.55,64.23,48.12,160.53,41.06,232.3,155.92,62.01,141.43,46.98,267.48,108.77,76.7,110.08,108.49,122.5,83.96,90.2,73.52,54.97
2017-06-29,207.85,89.1,79.82,49.62,60.0,55.95,22.82,197.46,67.55,105.64,124.35,31.41,53.82,160.12,121.91,53.87,78.78,76.63,58.38,137.15,55.96,42.53,215.23,45.71,45.07,62.86,64.92,196.96,27.02,178.96,108.99,132.32,185.22,44.19,141.62,90.37,53.56,90.89,42.55,102.49,166.05,276.73,38.0,38.57,119.52,254.88,65.31,157.05,65.62,31.88,160.43,63.23,47.77,158.82,40.42,229.91,156.51,61.81,139.63,46.64,265.01,107.89,75.44,109.78,109.7,121.65,83.36,90.29,73.02,54.9
2017-06-30,208.19,89.76,81.12,50.32,60.57,56.33,22.65,197.75,68.68,107.46,126.04,31.79,54.56,162.22,123.59,53.74,80.22,77.83,59.62,137.42,56.48,43.53,217.33,46.43,45.78,63.35,65.24,198.1,27.01,180.53,109.08,133.29,186.16,44.04,143.25,91.39,54.39,91.38,43.36,104.65,167.08,277.61,38.21,38.66,121.7,256.71,66.04,159.82,66.54,32.92,161.48,63.73,47.93,161.96,40.71,231.53,158.0,62.14,140.73,47.1,268.87,108.91,75.25,110.59,112.71,122.11,84.37,91.5,73.35,55.43
2017-07-03,209.83,90.22,81.37,50.39,61.21,56.55,22.84,198.59,70.08,106.97,125.99,31.81,54.49,163.36,124.95,54.06,82.0,78.35,60.25,138.01,56.99,44.05,217.38,46.94,46.55,63.33,65.41,199.66,27.45,185.15,109.67,133.71,191.54,44.17,144.11,91.44,55.15,93.22,43.25,104.92,170.58,278.92,37.96,38.45,123.28,257.7,67.0,161.22,67.03,32.67,162.57,63.79,48.71,162.84,40.28,232.34,158.83,62.07,141.78,47.73,265.09,110.04,75.08,110.61,113.21,122.08,84.17,92.51,73.4,55.45
2017-07-05,209.76,91.28,82.14,51.26,61.22,57.2,22.99,201.81,68.76,107.49,126.12,31.63,55.09,164.1,125.6,54.33,81.62,78.63,59.32,139.55,56.93,44.17,218.31,46.72,46.25,63.61,65.41,200.74,27.35,184.18,110.83,133.8,192.97,44.34,145.48,92.16,54.86,93.25,43.57,104.28,171.33,282.4,38.15,37.97,122.67,260.28,66.39,161.14,66.69,32.67,164.81,63.97,48.76,163.49,40.87,235.27,156.96,63.16,143.02,48.03,268.31,108.25,76.54,110.52,114.27,122.79,84.29,91.74,73.72,54.94
2017-07-06,208.02,91.4,80.66,52.05,61.17,56.58,22.92,201.48,67.68,106.51,123.73,30.43,54.59,164.21,125.09,54.37,82.21,78.55,59.18,137.22,56.18,44.07,215.03,46.32,45.21,63.33,65.05,199.02,26.31,181.12,110.28,133.37,191.38,43.93,144.35,92.12,54.17,92.25,43.05,103.11,169.06,280.96,37.68,37.49,121.24,258.94,67.2,159.45,65.61,32.76,163.56,63.58,47.97,162.79,40.28,233.15,154.32,63.36,142.29,47.43,263.6,107.76,77.71,109.24,112.35,121.89,83.48,90.59,73.39,54.38
2017-07-07,209.59,93.89,81.22,53.03,61.56,57.25,23.13,202.37,67.97,106.92,126.13,30.97,54.85,164.7,126.64,55.46,83.17,79.36,59.47,138.37,56.93,43.89,218.51,46.31,45.34,63.85,65.93,201.26,26.15,179.26,112.81,134.12,192.9,44.27,146.06,93.25,54.82,93.65,43.16,104.34,171.51,285.2,38.43,37.5,122.34,261.99,67.62,160.9,66.63,33.05,165.87,64.09,49.17,164.43,40.92,234.45,155.99,64.24,144.91,48.06,266.66,108.35,78.94,110.36,112.55,122.61,83.65,91.0,73.99,54.95
2017-07-10,210.49,92.94,81.53,52.66,61.7,57.2,23.83,203.96,68.23,107.84,126.54,30.83,54.89,165.08,128.14,54.81,83.33,80.4,59.74,139.0,57.16,43.75,218.87,46.38,45.37,64.6,66.45,201.07,26.04,178.07,113.9,134.69,193.28,43.72,146.24,93.73,54.78,92.73,43.38,104.67,170.04,285.57,38.74,37.5,123.0,261.78,68.48,163.35,66.86,33.39,166.04,64.34,49.39,164.69,40.82,234.74,154.14,63.13,145.88,48.52,270.61,108.5,78.26,110.21,113.54,123.06,83.45,90.5,73.98,54.61
2017-07-11,209.66,91.57,81.47,51.61,61.62,57.14,24.02,206.27,68.6,108.24,125.83,31.09,54.14,164.77,128.06,54.28,83.21,80.45,59.82,138.93,57.49,43.59,217.54,45.76,45.27,63.97,66.56,199.91,26.38,176.53,114.72,134.22,194.88,43.79,145.82,92.91,54.6,91.47,43.08,104.01,169.66,286.42,38.8,37.16,122.5,262.64,68.52,163.12,66.61,33.41,166.55,64.24,48.41,164.16,40.76,235.27,153.48,61.81,145.23,48.73,270.63,108.59,76.92,110.07,113.69,123.54,83.48,90.88,73.86,54.34
2017-07-12,211.3,94.63,81.99,53.8,62.22,57.47,24.19,206.44,68.87,108.96,127.16,31.2,55.19,165.32,123.48,55.48,84.4,80.51,60.06,139.8,57.2,42.72,218.32,46.26,45.48,64.7,66.8,201.11,26.58,168.81,115.59,134.77,199.4,44.48,146.24,93.51,54.68,91.95,43.4,105.08,169.49,286.36,38.66,37.87,123.28,263.96,68.52,163.8,67.31,33.75,166.98,64.43,49.16,165.73,41.21,237.66,152.94,62.08,146.18,48.81,274.6,109.21,80.53,110.57,114.26,123.71,84.55,91.97,74.17,55.32
2017-07-13,211.09,93.74,80.79,53.81,61.76,57.48,24.45,206.23,68.76,108.47,126.47,31.19,54.83,165.17,124.42,54.5,83.73,80.32,59.81,139.13,57.11,43.17,217.97,45.78,45.22,64.39,67.3,200.15,26.79,170.0,115.14,135.33,198.39,44.5,144.7,92.85,54.24,91.26,43.55,105.08,168.99,286.76,38.84,38.27,122.59,263.86,68.26,164.84,66.79,34.37,166.13,64.31,48.95,165.68,40.88,236.4,154.28,62.02,146.37,49.19,275.29,108.85,80.17,111.16,114.74,123.07,84.4,90.24,73.99,55.84
2017-07-14,211.77,92.63,80.77,54.22,61.9,57.44,24.39,208.51,69.46,108.77,126.43,31.09,55.08,165.86,125.47,55.13,84.32,80.61,60.18,139.77,57.27,42.88,219.06,46.17,45.16,64.56,67.1,201.15,26.78,171.89,115.18,135.83,198.15,44.76,145.7,92.83,54.37,91.85,43.87,104.84,172.11,288.13,38.92,38.65,124.0,264.83,68.65,165.06,66.55,34.23,167.03,64.45,49.05,167.34,40.8,235.81,155.74,61.93,146.24,49.64,282.14,109.53,79.85,112.41,117.21,123.41,85.44,89.84,74.27,56.1
2017-07-17,211.68,92.08,80.83,53.87,61.87,57.61,24.95,209.0,68.89,108.84,126.19,31.12,54.62,166.14,125.88,54.64,84.47,80.21,60.36,140.06,57.58,42.5,215.48,45.9,45.42,64.14,67.07,200.14,26.82,172.21,113.49,135.26,198.28,45.26,146.21,93.07,54.5,93.53,44.09,104.23,171.98,288.49,38.74,39.01,123.5,264.81,68.23,165.97,66.54,33.8,167.01,64.64,48.6,166.3,40.85,236.54,159.02,62.14,146.65,49.52,282.2,109.05,79.78,112.03,117.79,123.11,85.24,89.26,74.5,56.72
2017-07-18,211.31,90.75,80.6,53.15,61.41,57.31,24.88,208.24,69.5,107.07,125.42,31.11,54.64,164.82,126.09,53.96,84.46,80.23,59.83,141.52,58.82,43.42,211.04,46.12,44.8,63.75,66.76,201.42,26.89,174.48,113.78,135.19,197.38,45.39,146.64,92.46,52.4,92.01,44.0,104.19,169.87,286.79,38.57,38.99,123.26,264.24,68.45,165.26,66.28,33.08,167.96,64.83,48.33,165.49,41.34,233.95,156.69,61.57,146.25,49.54,280.55,109.25,78.9,111.83,117.48,122.63,85.87,89.56,74.79,56.42
2017-07-19,212.1,90.27,80.7,52.61,61.62,57.58,25.12,210.88,68.69,107.85,126.08,31.41,51.87,164.64,126.31,53.79,85.2,80.38,60.6,142.72,59.1,42.68,212.88,46.54,45.47,63.97,67.11,202.34,26.94,162.19,114.43,136.15,198.49,45.39,147.68,93.2,53.43,91.7,44.15,103.57,171.96,290.67,39.02,38.59,120.67,264.92,68.53,166.76,66.08,33.37,168.98,64.73,48.45,167.34,41.38,236.06,157.71,61.41,147.8,48.67,286.44,107.84,74.24,112.99,118.7,123.08,85.99,90.2,74.92,57.07
2017-07-20,212.45,89.1,81.09,52.34,61.14,56.67,24.75,210.28,65.01,107.32,126.78,31.51,50.87,164.43,125.6,52.83,83.17,79.56,60.3,142.99,59.05,43.07,211.88,46.59,45.16,63.5,65.63,202.4,26.69,165.96,114.23,134.95,199.19,45.29,147.12,92.18,52.54,91.53,44.11,104.07,177.72,289.67,38.3,38.91,118.52,264.77,68.55,165.96,65.13,32.75,168.78,64.78,48.66,166.83,41.26,234.85,150.34,60.4,146.66,48.63,283.86,106.14,72.08,112.58,122.54,122.45,86.27,88.27,75.0,56.93
2017-07-21,211.16,88.25,80.41,51.91,60.91,55.94,25.21,212.14,65.56,106.59,138.43,31.55,51.68,165.22,125.75,52.26,82.87,78.97,60.04,143.89,59.01,42.41,212.51,46.23,45.01,63.25,65.88,204.55,25.91,164.94,113.94,136.35,201.35,45.65,147.29,91.67,52.3,91.56,44.19,105.25,176.62,289.12,38.3,39.42,117.85,265.3,68.87,164.54,64.77,33.05,169.37,64.9,48.42,165.08,41.37,234.77,150.0,60.28,146.79,48.49,286.5,104.85,71.57,112.68,119.31,123.49,86.51,87.49,75.37,57.62
2017-07-24,210.0,87.01,80.31,51.28,61.21,55.29,25.17,212.18,65.62,108.18,138.19,31.81,50.82,166.47,126.55,51.53,83.95,78.65,60.03,144.52,59.09,43.03,212.68,46.24,44.72,63.29,65.71,204.93,25.43,166.88,113.94,137.71,201.66,45.7,141.98,91.05,52.17,91.54,44.0,105.01,177.68,290.28,37.72,39.83,117.5,265.27,69.14,164.4,64.58,33.61,169.46,64.51,47.17,163.96,41.52,235.02,147.51,59.81,143.7,48.79,287.02,103.66,70.43,112.15,118.39,123.13,87.11,86.95,75.09,57.72
2017-07-25,199.39,87.13,79.1,50.61,61.78,55.01,25.92,212.46,65.93,114.54,137.3,31.89,51.56,167.7,127.9,51.14,84.28,79.33,60.43,144.8,59.6,44.08,214.37,47.25,45.68,63.07,65.93,203.56,25.44,169.06,114.97,137.25,203.62,45.58,141.65,90.47,52.99,93.36,44.18,104.35,177.31,289.83,37.74,38.62,118.99,264.05,68.64,165.98,63.27,34.17,169.59,64.98,47.8,163.1,41.61,233.42,149.94,58.82,142.25,49.29,287.6,104.96,69.48,113.22,121.18,120.42,86.88,78.48,75.64,57.21
2017-07-26,199.03,87.72,78.49,51.01,61.51,54.19,25.59,233.45,65.91,113.52,137.11,31.72,52.06,165.97,127.82,51.13,83.36,79.0,59.8,146.21,59.66,43.89,213.63,46.64,45.36,62.18,65.91,194.66,25.59,166.18,115.23,138.49,203.49,45.93,140.07,86.94,52.8,93.6,43.32,104.2,175.52,289.85,37.64,39.89,116.41,263.86,68.56,164.66,62.37,33.77,168.88,64.8,44.24,162.78,43.49,233.76,150.04,59.52,140.28,49.11,286.05,104.42,70.24,112.29,120.17,119.54,87.06,74.02,74.66,56.89
2017-07-27,200.05,87.98,81.2,50.0,61.6,53.91,25.12,241.0,65.46,114.37,135.82,31.88,50.0,165.78,128.44,50.08,83.86,78.49,59.91,142.68,58.64,43.8,207.54,46.36,45.52,62.58,65.74,193.84,25.79,167.47,113.88,136.98,202.84,46.07,140.82,87.78,53.06,90.85,40.14,101.51,176.02,288.13,38.29,41.21,113.01,260.76,68.16,164.07,62.5,33.94,169.53,65.4,43.82,164.97,43.27,231.96,154.88,56.57,141.14,48.5,282.49,101.4,68.09,107.79,120.77,118.69,87.15,75.62,75.45,56.87
2017-07-28,199.72,86.32,81.4,50.49,61.85,54.29,24.95,241.27,65.25,114.1,135.61,31.95,49.99,167.22,128.91,50.33,83.96,78.43,59.53,145.09,58.78,43.55,208.04,41.3,44.58,64.47,65.66,197.94,25.53,165.23,114.41,136.79,205.65,46.53,140.83,88.54,52.39,90.37,39.64,103.12,176.37,290.41,38.57,41.8,114.23,264.1,68.18,164.75,63.27,33.58,172.02,64.3,44.82,164.47,43.53,232.34,152.43,56.56,139.88,49.25,282.66,103.3,67.88,109.66,119.73,118.87,87.32,75.05,74.8,56.93
2017-07-31,201.17,85.23,81.24,50.44,61.58,53.55,24.79,242.46,65.6,113.95,134.85,31.49,49.34,167.9,128.28,49.36,84.0,78.25,59.61,145.44,58.88,42.96,208.03,41.13,43.43,64.74,65.67,196.33,25.61,166.74,114.47,136.12,206.11,46.65,140.71,87.88,52.72,90.71,38.95,103.19,174.97,292.13,38.13,43.01,112.58,263.13,68.45,165.98,63.07,33.73,171.77,64.22,45.25,165.03,43.41,232.46,154.2,55.51,140.69,49.13,282.14,102.96,67.68,110.29,118.96,118.57,87.26,75.36,75.15,56.73
2017-08-01,207.65,85.87,81.32,51.06,61.62,54.93,25.1,239.44,64.98,113.1,135.52,31.65,48.6,160.16,129.75,50.07,86.54,74.26,61.15,145.43,58.79,42.99,208.37,41.19,43.89,67.17,66.16,196.53,25.44,170.35,116.69,140.04,206.59,47.18,141.68,88.18,53.25,89.51,39.17,102.43,174.36,292.65,38.33,42.96,114.61,264.64,67.04,164.52,63.16,34.44,173.87,64.73,44.22,164.9,43.46,236.47,152.76,55.72,139.47,49.31,283.08,102.48,67.86,110.17,116.56,118.88,87.17,73.84,75.52,60.02
2017-08-02,205.41,85.64,80.85,50.45,64.23,54.43,24.88,237.95,65.61,113.09,135.0,31.24,48.14,157.78,128.98,50.01,84.3,74.1,60.99,145.49,59.14,42.98,209.5,41.92,43.84,66.28,66.25,198.04,25.52,170.02,116.25,138.72,208.21,46.99,141.77,87.15,53.35,89.64,39.37,102.11,174.97,294.7,38.28,43.25,112.48,266.83,67.44,164.3,62.66,34.22,173.79,64.56,44.51,165.22,43.49,235.76,152.99,55.7,141.62,49.36,282.45,102.33,67.44,111.26,115.03,120.35,83.84,73.63,75.25,59.92
2017-08-03,207.62,84.99,80.76,50.55,64.4,54.26,25.33,238.25,65.7,113.56,134.14,31.01,49.27,157.74,129.51,50.57,86.46,73.61,60.68,144.94,59.56,42.57,209.36,41.22,43.86,66.53,65.04,199.33,25.76,169.47,116.91,139.56,213.93,46.66,141.43,86.73,52.67,89.29,39.46,102.05,175.4,295.82,37.99,42.99,113.43,268.78,67.61,165.32,62.85,35.7,174.14,64.79,44.49,165.53,44.0,236.39,152.85,56.11,142.27,49.04,280.13,102.55,68.19,111.52,116.31,121.1,82.31,73.43,75.62,59.56
2017-08-04,207.65,85.87,81.32,50.8,64.52,54.93,25.13,237.71,67.22,114.35,135.0,31.3,48.74,160.16,129.75,50.61,86.54,74.53,61.15,145.43,59.56,43.86,209.32,41.19,40.06,67.17,65.23,200.07,25.78,170.35,116.69,140.04,213.95,46.39,142.88,88.18,52.48,90.53,39.17,102.43,176.0,297.0,38.33,42.37,114.61,269.24,68.58,164.22,63.16,36.5,173.87,64.73,44.22,164.9,43.9,236.66,152.76,56.58,142.35,49.31,280.6,102.48,68.91,112.05,118.37,121.49,82.88,74.64,75.52,60.02
2017-08-07,207.44,86.0,81.99,50.58,64.19,54.55,25.34,240.23,66.54,114.71,134.45,31.08,49.62,160.03,129.96,50.75,87.25,73.99,60.91,145.47,59.06,43.07,208.37,40.55,39.18,67.22,65.26,201.14,25.63,167.39,117.38,138.96,213.54,45.98,141.67,88.1,52.31,90.66,39.78,103.16,176.58,297.15,38.21,43.08,115.89,269.58,68.55,162.39,62.83,36.29,173.51,64.7,43.87,165.82,44.14,236.46,154.95,55.37,142.13,49.4,284.39,102.57,68.39,111.86,118.1,118.52,82.52,74.33,75.39,60.04
2017-08-08,206.43,85.15,81.37,50.0,63.8,54.4,24.99,239.5,66.75,114.41,133.39,30.7,50.14,159.82,132.02,50.31,86.87,72.99,60.43,142.37,55.92,42.49,207.0,39.84,39.19,66.92,64.35,198.8,25.56,164.59,116.89,138.67,214.0,45.34,141.34,87.5,54.12,90.91,39.61,103.88,178.18,300.1,37.63,41.94,117.21,269.82,67.9,161.64,62.3,36.54,174.8,64.44,44.24,165.6,44.31,235.98,154.23,54.81,140.96,49.06,285.7,103.06,67.79,111.89,117.38,118.19,81.89,73.22,75.34,59.84
2017-08-09,206.48,84.34,80.59,49.4,63.56,54.03,24.65,234.31,66.13,114.34,133.3,31.45,50.7,159.4,132.41,49.67,86.83,73.14,60.03,142.94,55.62,43.1,206.18,39.12,39.15,66.82,63.87,201.0,25.71,166.1,118.55,139.0,214.76,45.36,140.73,87.26,54.22,92.17,39.45,103.9,181.73,305.22,37.2,42.38,117.46,273.1,67.21,161.02,62.37,36.68,179.3,64.38,43.93,165.64,44.09,234.51,155.2,54.69,140.34,49.13,277.72,103.77,67.06,112.41,115.31,117.2,81.53,73.08,75.23,59.71
2017-08-10,206.23,83.79,78.92,48.55,62.74,53.54,24.02,232.88,66.11,113.15,130.81,31.17,49.84,155.83,127.78,49.04,85.51,71.65,59.14,142.06,54.74,42.36,203.55,38.64,38.81,65.53,62.89,198.28,25.3,163.52,118.23,137.24,213.08,45.16,137.47,84.98,52.68,92.1,38.89,102.18,183.29,303.25,36.45,41.17,115.44,270.55,65.21,155.76,61.52,35.68,177.62,64.08,43.42,162.21,43.56,229.16,152.77,54.01,138.3,48.24,273.38,102.69,65.24,110.92,111.62,116.76,80.58,72.27,74.81,58.98
2017-08-11,205.98,84.47,79.28,48.35,62.58,53.68,23.99,234.88,65.63,112.85,130.33,31.07,50.27,155.65,126.7,49.48,85.05,71.48,58.89,141.35,54.44,42.61,204.87,38.83,39.07,65.6,63.31,197.89,25.2,163.82,118.37,136.59,213.16,45.65,138.36,85.09,52.58,94.7,38.67,102.97,183.63,303.75,36.69,40.79,116.56,269.28,64.81,157.02,61.57,35.61,179.35,63.98,43.41,161.66,43.46,229.54,152.46,54.14,139.15,48.48,274.36,103.57,65.87,111.44,111.54,116.89,80.62,72.81,74.61,59.12
2017-08-14,207.37,85.09,79.47,48.81,63.12,54.13,24.56,237.15,67.14,113.71,132.95,31.81,50.75,156.24,128.57,50.07,85.58,72.48,59.63,142.81,55.7,43.18,207.86,39.48,39.28,66.25,64.25,200.3,25.36,166.99,119.84,138.27,215.01,45.98,139.05,85.91,52.73,96.31,38.65,104.99,183.0,307.58,37.3,40.9,119.55,271.4,65.21,158.26,62.51,35.62,180.34,64.6,43.98,163.96,44.0,233.96,153.76,54.72,140.75,48.95,278.73,104.73,66.71,113.69,112.2,117.15,81.44,72.0,75.55,59.88
2017-08-15,207.18,83.91,78.95,48.52,63.11,54.34,24.75,239.17,68.02,113.65,133.15,32.08,51.13,155.59,127.18,49.92,85.13,72.31,59.41,142.88,55.57,42.76,209.07,39.44,38.65,66.12,63.89,199.49,25.14,165.08,119.79,137.42,214.33,46.39,139.09,86.2,51.57,97.38,37.83,106.33,181.43,306.2,37.42,40.94,120.04,271.14,64.87,158.19,62.03,35.33,178.22,64.56,43.88,164.12,43.95,233.33,151.52,55.2,139.42,49.09,278.92,104.85,66.96,114.18,111.99,115.96,81.4,71.72,75.7,59.86
2017-08-16,207.92,83.81,79.29,48.41,63.11,54.82,24.84,237.59,68.01,114.12,133.34,32.23,50.38,154.38,126.63,50.13,85.36,72.67,59.32,143.0,55.72,43.09,209.63,39.42,38.44,66.15,64.16,200.61,25.1,165.08,120.25,138.08,210.82,46.99,140.03,86.74,51.05,97.3,37.55,107.49,181.45,305.8,37.48,40.47,120.43,269.99,64.43,158.79,62.38,34.27,178.08,64.65,43.84,164.03,44.19,233.1,151.52,55.31,140.66,49.13,280.36,105.85,66.92,114.76,111.97,118.0,81.65,72.17,76.0,59.93
