,MMM,ALK,ALLE,AAL,AME,AOS,ARNC,BA,CHRW,CAT,CTAS,CPRT,CSX,CMI,DE,DAL,DOV,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FLR,FTV,FBHS,GD,GE,GWW,HRS,HON,HII,INFO,ITW,IR,JEC,JBHT,JCI,KSU,LLL,LMT,MAS,NLSN,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,ROL,ROP,SNA,LUV,SWK,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WAB,WM,XYL
1998-03-27,94.63,,,,29.5,43.5,70.75,51.25,23.81,55.5,50.25,16.63,59.5,54.94,62.88,,37.63,96.06,64.25,36.81,42.38,44.0,68.5,32.94,,,,86.06,83.5,100.4,52.25,42.12,,,63.38,47.56,32.06,28.38,55.31,45.0,,113.3,58.13,,37.94,103.5,61.5,51.31,45.31,16.0,60.25,,47.56,57.5,20.75,29.06,45.06,28.88,53.31,76.94,,55.25,,,25.25,91.38,,27.5,45.64,
1998-03-30,93.75,,,,29.38,43.88,68.3124,50.5,24.0,55.0,50.38,16.5,59.31,54.69,61.81,,37.69,94.88,63.75,36.06,42.25,41.88,68.25,32.5,,,,86.38,85.31,101.6,52.19,41.5,,,63.31,48.06,31.81,28.5,53.75,45.06,,111.5,58.56,,37.63,103.6,61.91,51.56,45.56,15.81,59.25,,47.0,57.38,20.88,28.63,44.75,29.0,53.88,76.0,,56.0,,,24.56,90.94,,28.5,45.08,
1998-03-31,91.0,,,,29.94,44.75,68.8124,52.13,26.0,55.06,51.75,16.75,59.5,55.13,61.94,,38.0,95.19,65.19,36.5,42.88,43.38,71.13,32.63,,,,86.25,86.19,102.8,52.25,42.0,,,64.75,47.94,32.38,28.44,54.63,44.0,,112.5,59.5,,37.38,107.4,59.56,51.38,44.75,16.75,58.38,,48.0,57.38,20.88,29.69,45.62,29.56,55.75,77.0,,56.31,,,26.0,92.31,,29.5,44.52,
1998-04-01,92.13,,,,29.81,45.25,68.5,52.75,24.75,54.06,50.75,17.25,59.75,55.75,61.25,,37.69,93.5,63.81,36.56,44.63,42.38,71.94,31.88,,,,88.13,86.44,101.3,52.13,42.44,,,64.44,48.5,32.63,28.56,56.13,44.12,,114.6,59.44,,37.75,109.4,60.06,50.5,45.12,17.0,57.75,,47.56,57.0,20.94,29.63,46.13,29.69,55.25,76.75,,56.25,,,25.31,94.13,,29.44,45.77,
1998-04-02,92.5,,,,29.94,45.06,69.5624,54.94,26.75,53.94,49.63,17.25,60.0,56.0,61.69,,38.13,95.0,65.06,37.56,45.5,42.44,72.19,31.69,,,,89.44,87.75,104.8,51.69,44.19,,,65.38,50.81,32.69,29.31,55.94,45.38,,114.5,60.38,,37.75,106.9,60.75,52.0,45.12,17.38,57.5,,48.63,57.13,20.69,30.25,45.69,30.0,55.75,77.13,,57.56,,,25.31,95.19,,29.38,47.14,
1998-04-03,92.13,,,,29.81,44.63,69.0,54.94,25.13,54.25,50.0,17.0,60.44,56.63,60.88,,37.5,93.94,65.06,37.19,45.5,41.69,71.63,32.0,,,,45.19,87.37,104.6,51.81,44.75,,,65.31,51.5,32.56,29.25,54.0,45.75,,113.3,60.13,,38.5,108.0,61.06,51.44,44.94,17.31,57.81,,48.75,57.19,20.81,29.0,45.75,29.88,55.25,77.69,,58.0,,,25.75,94.5,,29.0,47.64,
1998-04-06,91.81,,,,29.69,44.0,69.5624,56.06,25.31,54.5,49.0,17.5,59.25,55.44,59.88,,37.06,93.13,65.75,38.12,45.38,40.88,71.81,30.75,,,,44.88,86.81,104.6,50.75,45.38,,,64.06,50.75,32.56,28.38,53.81,47.31,,109.6,60.25,,38.0,106.0,59.75,50.5,43.94,16.94,57.81,,47.25,56.69,20.88,28.88,45.75,29.38,55.44,79.56,,57.69,,,25.31,97.38,,29.0,47.39,
1998-04-07,92.5,,,,29.19,43.75,67.75,55.63,24.75,54.56,48.69,17.31,58.0,54.19,59.69,,36.81,92.88,66.13,38.38,44.88,40.81,69.63,30.75,,,,45.5,87.12,103.6,49.94,45.88,,,63.5,51.0,32.56,27.78,53.06,48.0,,112.9,59.5,,37.25,108.8,62.06,49.94,42.75,16.13,57.31,,47.75,56.5,20.62,28.69,45.69,29.13,54.19,79.94,,56.88,,,24.38,95.81,,28.88,45.96,
1998-04-08,92.63,,,,28.88,43.38,68.6252,55.25,24.5,54.25,48.25,17.75,56.31,53.19,59.5,,36.75,92.0,66.0,37.75,45.25,40.5,70.75,30.81,,,,44.81,86.12,103.2,50.25,45.44,,,62.5,51.5,32.19,27.75,53.31,46.56,,109.0,60.06,,36.06,106.4,62.38,49.69,42.88,16.75,56.94,,48.0,55.69,21.0,28.94,45.31,29.13,54.06,79.88,,55.56,,,24.75,95.25,,27.81,45.71,
1998-04-09,94.06,,,,29.75,44.0,70.0624,55.19,24.0,54.81,49.63,18.63,57.19,50.88,59.75,,36.0,92.88,66.25,39.06,46.0,40.75,72.69,30.25,,,,44.0,86.5,102.8,50.31,45.31,,,63.06,51.31,32.75,28.0,54.0,48.25,,109.0,59.81,,35.63,106.3,61.53,49.81,43.06,16.5,58.38,,48.06,56.0,20.56,29.5,45.5,29.13,54.81,80.5,,56.31,,,25.13,95.31,,27.81,46.46,
1998-04-13,94.75,,,,29.5,43.56,71.3124,53.63,23.25,54.38,48.88,18.5,56.56,49.88,58.69,,36.44,92.75,65.94,39.06,46.13,46.25,73.0,30.56,,,,43.88,86.81,103.0,49.44,45.88,,,63.69,51.31,32.31,28.56,52.75,49.38,,109.3,58.88,,35.13,107.8,60.34,50.44,43.31,16.38,58.5,,48.69,55.81,20.5,29.44,45.25,29.38,54.44,80.38,,55.69,,,25.88,95.81,,27.81,46.89,
1998-04-14,94.0,,,,30.56,43.75,76.0,53.13,23.13,56.19,48.63,18.75,56.06,51.5,61.0,,37.38,93.19,66.69,38.81,47.63,50.25,73.0,31.44,,,,44.25,86.62,105.6,50.56,47.12,,,65.44,52.0,33.0,28.88,54.0,49.56,,111.8,58.88,,35.0,108.1,60.38,50.38,44.12,16.63,58.56,,49.81,55.88,20.75,31.13,46.25,29.5,55.31,80.5,,54.88,,,29.88,97.31,,27.62,49.08,
1998-04-15,96.94,,,,29.81,43.81,78.5,52.56,23.0,56.63,48.0,19.0,56.37,51.88,62.13,,38.25,91.88,67.13,40.12,48.13,54.63,73.25,31.06,,,,44.38,86.56,104.9,51.38,46.5,,,64.56,53.5,33.31,30.25,54.81,48.06,,113.3,58.75,,35.31,106.8,59.5,50.88,44.31,16.69,58.06,,49.75,56.5,20.69,30.63,45.75,31.06,56.38,80.69,,55.63,,,30.13,95.81,,27.69,49.52,
1998-04-16,96.38,,,,30.13,43.5,77.0,53.0,23.31,56.19,46.88,19.0,56.69,53.0,61.69,,38.88,91.38,66.06,39.12,46.69,53.81,74.25,30.5,,,,45.31,85.62,104.5,51.63,46.06,,,63.62,52.06,33.06,29.38,53.75,46.44,,112.9,57.94,,35.44,105.9,57.63,47.81,43.5,16.5,58.62,,49.38,55.63,20.37,30.75,45.38,30.5,55.44,80.13,,54.44,,,31.38,96.81,,29.69,48.39,
1998-04-17,97.44,,,,30.19,45.19,76.6252,53.69,23.31,56.75,49.0,19.06,56.94,52.81,62.44,,39.38,90.81,66.44,40.06,47.25,54.81,73.94,30.88,,,,45.69,87.25,106.1,51.81,46.44,,,66.44,52.31,33.56,29.75,53.31,47.81,,111.8,59.19,,36.19,105.5,57.25,48.0,44.44,16.44,58.75,,49.5,55.56,20.81,30.63,46.0,30.38,55.38,80.38,,55.25,,,31.5,96.25,,29.56,48.52,
1998-04-20,96.63,,,,31.0,44.81,77.25,53.25,23.25,56.88,50.06,19.69,56.81,53.0,61.5,,39.81,88.25,65.88,39.69,47.13,54.88,72.88,31.25,,,,45.0,86.12,106.5,50.88,45.69,,,64.75,52.88,33.56,31.0,55.13,47.19,,112.6,58.94,,35.94,104.8,57.13,47.06,44.25,16.88,58.62,,52.19,55.0,20.69,30.19,46.0,30.19,54.44,79.56,,54.5,,,30.25,97.0,,29.44,47.95,
1998-04-21,97.13,,,,30.94,45.94,78.3752,53.06,23.0,56.88,49.5,19.88,55.88,54.13,62.56,,39.81,87.75,64.75,39.81,47.13,54.81,73.69,31.13,,,,44.5,86.06,108.5,50.81,46.94,,,67.06,53.5,33.94,33.38,56.13,45.75,,113.5,59.06,,35.19,105.2,56.38,46.88,44.69,16.88,58.44,,51.75,55.88,20.37,30.38,45.81,30.5,54.13,79.0,,55.13,,,31.0,97.88,,29.31,48.33,
1998-04-22,95.5,,,,30.69,45.94,78.6876,53.0,23.25,57.56,49.13,20.06,55.12,53.63,62.44,,39.69,89.56,64.94,40.19,47.5,52.44,72.38,30.75,,,,43.81,85.19,107.5,52.5,46.0,,,68.31,50.75,34.06,32.44,56.56,46.19,,115.0,59.13,,36.06,107.6,55.25,46.13,45.31,16.5,57.19,,52.88,55.88,20.37,30.69,45.44,29.94,53.63,80.44,,56.13,,,31.63,97.5,,29.0,48.02,
1998-04-23,94.25,,,,30.06,45.75,79.0,51.5,23.13,58.06,49.5,20.0,53.81,53.06,61.81,,39.38,89.94,64.0,39.62,46.88,52.5,71.38,30.88,,,,42.69,84.44,106.2,51.56,45.44,,,68.06,49.75,33.88,32.0,56.19,45.19,,115.8,57.06,,35.0,107.6,53.0,44.88,43.88,15.88,56.25,,51.25,55.81,20.25,29.94,44.88,28.94,51.94,79.63,,55.75,,,30.5,98.0,,28.75,48.58,
1998-04-24,92.31,,,,29.75,45.75,78.0624,50.69,23.0,56.94,48.88,20.03,53.44,53.0,60.25,,39.25,91.0,63.19,38.69,45.25,53.0,71.0,30.94,,,,42.31,83.87,106.1,49.94,44.25,,,68.19,48.81,33.25,32.13,55.75,44.75,,113.0,56.0,,33.63,106.4,51.75,43.94,41.44,15.38,55.5,,51.5,55.44,20.25,29.13,43.69,27.88,51.75,77.75,,56.13,,,30.5,98.06,,28.38,47.89,
1998-04-27,90.19,,,,28.88,44.44,77.1252,50.25,22.5,55.38,48.13,20.13,53.19,52.0,56.81,,39.0,89.56,63.25,37.38,42.0,52.81,68.19,30.0,,,,40.94,82.44,104.8,49.69,43.19,,,67.88,47.31,33.0,31.19,53.88,44.62,,111.0,54.31,,33.19,105.3,51.75,43.5,41.75,14.63,54.38,,50.25,55.31,19.81,28.69,42.69,27.06,50.44,75.5,,54.69,,,30.5,97.38,,27.88,45.83,
1998-04-28,92.5,,,,29.25,44.94,76.25,49.69,22.38,55.38,47.13,20.0,52.5,52.13,56.5,,39.31,90.56,61.5,37.12,43.0,53.25,67.25,30.19,,,,41.0,81.12,103.4,48.88,42.75,,,67.69,46.88,33.13,31.75,52.56,45.38,,111.0,55.06,,32.75,106.6,53.5,42.88,41.06,14.63,54.0,,50.88,55.0,19.69,29.69,42.19,26.25,50.56,73.81,,54.56,,,34.06,96.69,,27.56,45.96,
1998-04-29,92.94,,,,29.38,44.5,76.75,50.06,22.75,55.19,47.44,20.06,52.56,52.5,56.63,,39.38,91.5,62.0,38.12,43.13,54.31,67.5,29.69,,,,40.38,82.31,107.6,49.13,43.38,,,68.81,45.75,33.31,32.5,52.69,45.06,,110.2,57.13,,32.94,106.1,57.94,42.94,43.06,14.06,55.12,,51.19,55.5,19.94,30.63,42.38,27.06,50.88,75.69,,55.13,,,34.5,96.81,,27.62,46.89,
1998-04-30,94.38,,,,30.44,45.13,77.5,50.06,22.88,56.94,47.63,20.19,52.5,54.38,58.44,,39.5,92.38,63.69,38.69,42.5,55.94,68.0,29.88,,,,42.69,85.19,108.9,48.38,43.81,,,70.5,46.06,33.38,32.0,54.63,45.19,,111.4,58.0,,33.44,105.7,59.38,44.5,43.25,14.69,56.69,,54.13,55.81,19.94,31.0,42.31,27.44,51.19,78.25,,54.75,,,34.44,98.44,,28.06,49.02,
1998-05-01,94.81,,,,30.44,45.56,77.8124,51.75,22.94,57.13,46.75,20.63,53.19,54.5,58.94,,39.25,92.75,64.31,38.81,41.88,55.75,67.81,29.44,,,,42.06,85.0,107.3,51.06,44.06,,,69.94,46.5,33.38,32.31,55.69,45.62,,110.5,57.5,,33.94,107.6,57.31,43.63,43.31,14.75,57.06,,54.06,56.88,19.94,32.44,43.0,26.75,52.0,78.63,,56.13,,,34.5,98.88,,27.94,49.02,
1998-05-04,96.69,,,,30.31,46.0,78.1876,51.13,22.75,56.75,46.5,20.5,54.0,55.75,58.19,,39.19,92.06,64.69,38.69,42.75,53.13,68.5,30.0,,,,42.0,84.37,108.3,51.0,44.62,,,68.62,46.69,33.75,32.0,54.88,47.31,,113.4,57.25,,34.81,107.6,55.75,43.63,42.62,14.25,56.88,,54.06,57.31,20.0,31.69,42.94,26.81,52.0,78.56,,57.69,,,34.63,99.56,,27.75,49.08,
1998-05-05,96.31,,,,30.13,45.75,77.25,50.94,22.75,55.94,46.5,20.63,54.0,55.38,56.56,,39.5,91.06,64.81,38.25,42.0,53.88,67.25,29.69,,,,42.31,83.31,106.9,51.13,44.25,,,69.12,45.56,33.94,31.63,54.0,46.75,,111.6,57.75,,34.5,106.6,55.75,44.13,41.69,13.88,56.69,,53.31,58.0,20.0,31.0,43.44,26.5,51.5,76.88,,56.38,,,35.13,98.13,,27.38,48.77,
1998-05-06,93.88,,,,29.75,45.31,76.0624,50.31,22.88,55.38,45.63,20.75,54.19,55.06,56.5,,39.25,89.56,64.38,36.62,42.88,53.38,65.75,29.13,,,,41.5,83.06,107.6,51.69,44.12,,,68.38,45.81,33.88,30.88,52.88,45.62,,113.3,58.63,,33.44,109.7,56.63,43.25,41.75,13.5,56.25,,52.75,58.0,20.0,31.06,43.69,25.88,50.63,78.0,,55.63,,,35.5,97.13,,27.25,48.7,
1998-05-07,92.44,,,,29.56,45.87,74.9376,49.88,22.75,55.31,45.5,20.0,53.94,56.31,57.13,,39.0,90.25,63.25,37.12,43.88,52.13,65.31,29.44,,,,41.5,81.87,105.8,51.19,44.12,,,66.69,45.69,33.56,29.63,51.94,45.0,,110.0,59.0,,32.94,107.4,56.94,44.0,43.44,13.88,55.88,,52.94,57.56,19.94,31.06,43.5,26.5,49.31,78.0,,54.94,,,34.88,95.69,,27.0,49.89,
1998-05-08,93.94,,,,29.38,45.81,75.5,50.5,22.75,55.81,47.13,20.44,54.56,56.38,57.31,,39.19,91.44,63.63,37.56,43.25,53.19,66.19,29.81,,,,41.94,83.19,107.4,52.19,43.94,,,67.12,46.13,34.13,29.5,51.88,44.88,,112.4,58.69,,33.44,107.8,57.69,43.88,44.81,13.81,56.44,,53.94,58.38,20.25,31.81,43.88,26.63,49.94,78.88,,56.25,,,35.5,96.19,,27.12,49.39,
1998-05-11,93.88,,,,28.94,45.75,76.3752,49.63,22.59,55.56,45.88,20.31,53.88,56.81,56.81,,39.63,91.81,64.56,38.5,41.5,51.38,66.5,29.69,,,,41.75,83.19,107.4,51.56,43.62,,,67.25,46.63,33.0,29.13,51.56,44.69,,112.5,58.5,,33.25,107.6,58.0,43.5,44.44,13.63,56.75,,53.19,57.5,20.13,32.0,43.88,26.25,50.19,79.56,,55.75,,,36.56,97.0,,27.44,49.7,
1998-05-12,93.25,,,,28.94,45.5,76.8752,49.5,22.56,56.94,47.0,19.75,54.5,56.5,56.94,,39.5,90.94,63.94,38.44,41.5,51.5,65.56,29.63,,,,42.25,83.44,107.3,51.56,44.06,,,68.56,46.5,33.19,29.38,53.25,43.88,,113.3,58.88,,33.38,106.9,56.88,44.06,45.38,13.69,57.06,,53.56,57.25,20.25,31.5,44.44,26.13,50.0,80.0,,55.75,,,36.56,97.38,,26.94,48.95,
1998-05-13,94.44,,,,29.38,46.5,76.75,49.75,22.38,56.88,47.0,19.5,55.0,56.38,56.0,,39.44,89.5,63.75,38.06,41.25,51.81,65.63,29.69,,,,43.0,84.62,108.2,52.0,44.44,,,69.44,46.56,33.13,30.13,53.06,45.19,,113.0,58.88,,33.63,106.9,56.38,44.0,45.75,13.88,56.94,,54.31,57.0,20.44,30.63,44.56,26.25,49.94,79.75,,55.75,,,37.0,96.38,,26.81,48.52,
1998-05-14,95.69,,,,29.25,49.13,76.1252,49.88,22.13,58.88,47.5,19.56,54.87,56.81,56.06,,39.44,89.81,63.44,37.69,39.94,52.5,65.56,29.94,,,,44.25,84.12,108.3,51.0,43.69,,,71.81,47.13,33.06,29.88,53.0,44.88,,112.8,59.0,,33.88,108.0,55.75,44.63,44.94,13.88,56.5,,54.56,56.13,20.56,30.75,44.38,26.81,49.63,79.13,,55.75,,,36.25,96.44,,26.75,48.45,
1998-05-15,95.88,,,,29.94,50.0,74.0,49.63,22.38,57.81,48.25,19.88,54.63,56.44,55.63,,39.06,89.25,63.13,36.19,40.13,51.31,64.44,29.38,,,,45.63,82.62,107.7,50.56,43.12,,,69.94,47.19,32.94,30.0,52.88,44.56,,113.1,57.88,,33.44,107.5,54.69,44.44,44.88,13.75,56.19,,52.44,56.63,20.37,32.88,44.69,25.88,49.56,78.19,,55.19,,,36.13,95.63,,26.69,47.95,
1998-05-18,95.88,,,,29.38,50.06,73.1876,48.63,21.75,58.38,48.5,19.75,53.56,55.25,55.0,,38.81,88.81,62.25,36.31,40.13,50.44,63.0,29.0,,,,45.38,82.5,107.3,50.75,42.62,,,69.25,46.75,32.69,29.5,54.19,44.19,,113.0,57.0,,33.31,106.8,55.88,44.0,44.88,13.31,57.12,,52.44,57.75,20.25,33.06,44.63,26.0,48.75,77.0,,53.88,,,33.75,94.0,,27.0,48.08,
1998-05-19,96.94,,,,29.56,51.19,71.5,48.38,22.13,58.56,50.25,19.81,53.19,55.38,54.94,,39.0,88.44,62.75,37.0,40.88,49.75,61.25,29.38,,,,46.25,82.87,107.1,50.5,42.94,,,70.06,47.38,32.63,29.94,55.63,44.62,26.62,113.3,58.69,,33.44,107.5,57.0,43.94,44.94,13.0,57.19,,52.25,58.0,20.31,33.5,44.88,25.44,48.69,76.81,,54.06,,,33.75,95.0,,27.0,47.95,
1998-05-20,96.0,,,,28.94,52.0,71.5,48.0,22.5,58.75,49.62,19.5,52.38,55.44,53.13,,38.44,89.19,62.25,36.25,39.94,50.13,64.38,29.75,,,,46.69,85.69,108.31,50.19,44.12,,,70.44,47.5,32.44,29.69,56.69,44.38,29.38,113.4,58.13,,33.75,107.3,56.88,43.94,44.44,13.0,57.12,,52.75,58.0,20.37,33.5,44.94,26.13,49.19,77.25,,53.81,,,33.94,96.5,,26.88,48.14,
1998-05-21,94.94,,,,29.13,52.12,71.4376,48.19,22.63,60.69,49.53,18.0,51.63,55.31,52.5,,38.56,89.56,62.56,36.75,39.5,50.13,65.31,29.5,,,,48.06,85.94,106.9,50.06,43.69,,,69.06,46.75,32.13,29.38,56.44,44.31,28.31,112.8,58.63,,33.5,107.4,56.81,43.75,43.5,12.63,57.06,,53.13,57.5,20.5,33.44,45.25,26.0,49.25,76.44,,53.13,,,33.94,96.06,,27.44,46.83,
1998-05-22,95.75,,,,28.31,52.5,71.3124,48.38,22.75,58.56,48.0,18.0,50.75,55.38,52.44,,38.94,90.19,62.38,35.88,41.06,50.06,65.88,29.88,,,,47.88,85.0,105.8,49.69,42.69,,,68.62,46.63,32.0,29.25,55.69,44.0,28.5,113.1,57.75,,32.75,107.7,56.13,43.5,42.19,13.06,56.81,,52.94,56.75,20.44,33.75,44.31,26.44,47.75,75.13,,52.38,,,33.94,96.25,,27.62,46.27,
1998-05-26,95.5,,,,27.75,52.56,70.6876,47.25,22.75,56.63,48.06,17.63,49.75,53.88,52.38,,38.25,90.63,60.69,34.62,40.38,48.88,65.06,29.69,,,,46.25,82.81,104.5,49.31,41.75,,,66.5,46.19,31.94,28.75,53.75,42.0,28.0,113.0,56.81,,32.44,106.5,56.5,42.19,42.5,13.56,56.12,,51.06,56.25,20.37,33.13,44.0,27.06,47.13,73.0,,51.06,,,35.25,95.06,,27.0,45.96,
1998-05-27,95.88,,,,27.94,53.13,71.0,46.5,22.81,56.75,46.38,17.5,49.69,53.25,51.75,,36.81,89.0,60.06,36.12,39.0,49.0,64.81,29.38,,,,44.75,83.75,104.6,47.44,40.25,,,66.0,45.63,31.63,28.88,53.88,40.75,27.88,111.1,56.75,,31.81,105.9,55.88,41.44,42.94,13.38,55.75,,51.13,55.19,20.19,33.25,43.88,26.56,46.44,72.56,,50.31,,,34.5,92.75,,26.75,46.39,
1998-05-28,95.0,,,,28.56,51.81,70.1876,46.88,22.88,56.5,46.25,18.06,49.56,53.06,52.0,,37.38,89.69,60.25,36.06,39.63,49.75,64.81,29.44,,,,44.56,84.37,104.9,48.31,41.12,,,65.88,45.25,31.69,29.88,55.81,41.75,28.12,111.3,55.31,,31.75,106.3,57.0,41.56,42.94,13.06,55.5,,51.69,55.75,20.56,33.75,44.06,26.81,46.19,74.13,,49.63,,,34.13,93.56,,26.75,46.96,
1998-05-29,92.63,,,,28.88,50.5,69.3752,47.75,23.13,54.94,45.69,17.94,47.75,52.13,51.88,,37.5,89.81,60.75,36.38,40.0,49.5,64.13,29.13,,,,44.44,83.37,105.6,48.38,42.75,,,66.0,45.06,32.13,29.94,55.38,42.38,28.0,112.3,56.25,,31.44,107.2,55.22,41.06,43.88,12.75,54.69,,50.63,55.0,20.62,33.19,43.88,26.69,47.38,74.19,,48.38,,,34.5,94.0,,27.62,47.14,
1998-06-01,94.13,,,,29.06,50.88,68.6252,47.63,23.56,55.25,45.88,17.88,47.25,51.19,51.94,,36.63,89.69,61.19,37.25,38.75,48.75,64.06,29.5,,,,44.5,82.87,107.1,48.19,43.69,,,65.5,44.25,32.75,30.25,54.5,42.5,27.88,111.9,57.0,,31.31,108.0,55.75,41.06,43.25,12.75,53.75,,50.94,55.5,20.37,32.81,44.0,25.88,47.63,73.75,,46.38,,,34.94,94.06,,27.25,47.14,
1998-06-02,93.31,,,,29.13,51.44,69.1876,45.88,23.88,54.75,46.63,18.03,46.25,52.31,51.31,,37.0,90.0,61.0,36.56,39.25,48.63,62.63,29.0,,,,44.38,82.75,105.4,47.63,43.62,,,65.44,43.63,31.94,30.0,54.38,42.81,27.69,110.4,57.81,,31.0,108.5,56.13,40.94,41.88,13.0,52.81,,52.0,55.25,20.13,33.06,43.94,26.63,47.06,72.69,,45.25,,,35.0,93.44,,26.69,46.89,
1998-06-03,91.75,,,,29.56,51.69,68.4376,45.88,23.88,54.56,46.63,18.25,46.69,52.5,50.13,,37.13,88.0,60.75,35.38,40.25,47.88,62.75,29.5,,,,44.81,81.31,104.1,47.63,42.62,,,65.81,43.5,32.38,30.13,53.06,44.12,27.31,110.1,57.0,,30.94,105.8,55.63,41.25,41.19,13.19,52.5,,54.38,54.69,20.0,33.88,43.88,27.44,46.25,71.25,,45.13,,,36.0,92.0,,26.56,45.71,
1998-06-04,93.0,,,,29.88,51.94,68.0,45.06,23.56,55.31,48.0,18.5,46.38,52.63,50.31,,37.38,89.63,60.44,35.88,40.5,48.63,62.63,28.63,,,,45.75,83.44,104.1,47.0,42.19,,,65.44,43.25,32.63,30.5,54.0,43.62,27.44,109.5,57.38,,31.5,107.1,55.75,41.06,42.0,13.63,52.44,,55.5,54.56,20.0,33.31,43.94,27.25,46.38,70.25,,45.44,,,36.0,90.69,,26.75,45.77,
1998-06-05,93.63,,,,29.56,52.0,68.6876,45.5,23.25,56.5,49.44,18.38,47.44,53.19,50.94,,37.25,91.38,61.88,36.0,41.38,49.31,64.0,28.31,,,,45.56,84.75,104.2,45.44,43.56,,,65.94,43.94,32.75,30.5,54.56,44.75,28.0,111.4,57.94,,31.5,108.2,57.0,41.94,42.31,13.5,53.56,,55.75,53.06,20.06,33.0,44.0,27.69,47.25,71.56,,46.69,,,35.44,91.75,,26.62,46.77,
1998-06-08,94.19,,,,29.31,52.06,69.0,45.75,23.75,55.94,49.0,19.75,47.75,55.19,50.88,,37.0,90.38,61.25,36.88,40.38,50.25,63.13,28.44,,,,45.13,84.44,105.8,45.5,43.5,,,66.88,43.75,32.25,30.13,54.81,46.25,27.62,111.6,57.06,,31.38,107.8,56.88,42.25,42.12,13.88,54.81,,57.06,53.82,20.31,33.0,43.88,28.44,47.06,72.69,,46.38,,,35.38,91.38,,26.19,47.77,
1998-06-09,92.88,,,,29.5,51.88,68.6252,46.0,23.69,56.31,50.06,19.25,48.56,54.81,51.13,,36.88,90.94,61.44,37.44,40.88,50.13,64.0,28.5,,,,45.63,84.81,106.3,46.44,43.38,,,66.19,44.13,32.31,29.94,54.69,47.31,27.69,110.6,57.44,,32.25,107.6,56.5,42.81,41.44,15.38,55.62,,59.0,53.63,20.5,32.31,44.13,29.25,46.69,72.63,,47.44,,,35.75,90.94,,26.06,48.33,
1998-06-10,88.38,,,,29.5,51.5,66.75,45.44,22.88,53.88,49.34,19.19,48.5,53.13,51.56,,36.5,87.88,60.88,37.12,40.44,49.5,62.12,27.94,,,,45.25,85.25,105.12,45.19,43.0,,,67.5,44.0,32.38,29.88,55.25,46.94,28.38,108.88,57.44,,31.31,106.19,54.13,41.88,41.5,15.38,55.12,,57.44,52.69,20.37,31.75,43.44,28.94,46.0,72.75,,47.0,,,35.75,87.25,,25.62,47.7,
1998-06-11,87.94,,,,29.5,51.0,65.3124,45.06,22.25,52.31,48.19,19.63,48.0,54.13,49.31,,36.19,86.0,59.5,36.56,40.13,48.88,61.0,26.94,,,,44.44,84.19,103.1,44.75,42.0,,,64.62,43.5,32.06,29.5,53.94,46.62,28.5,109.1,57.0,,30.69,102.7,54.5,40.06,41.19,14.88,54.81,,56.88,51.13,20.19,31.94,42.38,28.94,45.31,72.38,,47.69,,,35.0,84.88,,25.06,47.7,
1998-06-12,86.81,,,,29.25,51.19,65.0,44.94,22.13,52.0,47.75,20.25,47.94,54.13,49.0,,36.31,84.94,61.0,36.31,40.13,48.88,61.5,25.94,,,,45.0,85.25,101.6,43.81,42.19,,,65.06,44.0,32.0,28.75,55.38,46.0,29.0,109.3,56.75,,30.38,103.5,54.38,39.0,41.0,14.5,54.62,,55.44,51.25,20.0,30.0,41.69,28.44,45.5,72.94,,47.13,,,34.31,86.94,,24.88,47.02,
1998-06-15,81.0,,,,28.75,50.5,63.75,43.5,22.0,52.38,47.13,20.25,47.19,52.19,48.31,,35.69,82.25,61.19,35.75,39.0,47.0,59.56,25.69,,,,44.5,83.87,51.38,42.94,41.06,,,65.44,43.94,32.13,28.88,54.63,43.94,28.75,108.2,55.31,,30.19,101.2,53.88,37.63,39.62,14.25,52.81,,55.56,49.56,19.94,29.44,41.13,29.0,45.25,72.56,,47.0,,,33.38,86.0,,24.75,44.65,
1998-06-16,81.25,,,,29.31,52.25,63.1252,43.44,23.5,52.5,49.0,20.44,47.56,51.88,48.0,,35.63,84.81,61.06,35.19,39.88,47.25,59.94,25.94,,,,44.38,85.25,50.63,42.25,40.5,,,66.12,43.0,30.38,29.38,55.69,44.06,28.06,106.9,54.69,,30.0,100.6,53.81,37.56,39.38,15.19,52.0,,55.13,49.88,20.06,29.25,41.13,29.0,44.06,72.13,,46.38,,,35.75,85.63,,24.31,46.21,
1998-06-17,82.44,,,,29.19,53.19,64.6876,43.75,22.88,54.31,49.94,20.69,47.06,52.81,49.81,,36.56,85.31,62.56,36.69,40.38,48.0,61.63,25.69,,,,45.0,87.56,52.25,42.5,41.62,,,66.75,44.5,30.06,29.38,58.06,44.19,28.0,105.0,56.25,,29.88,101.3,54.13,39.38,39.38,15.75,54.19,,57.38,49.44,20.13,29.5,41.44,29.0,44.75,72.75,,45.25,,,36.38,88.88,,24.44,46.96,
