,APD,ALB,AVY,BLL,CE,CF,DOW,DWDP,EMN,ECL,FMC,FCX,IP,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,VMC,WRK
2009-12-31,81.06,36.37,36.49,51.7,32.1,90.78,,,60.24,44.58,55.76,80.29,26.78,41.14,,,89.41,59.73,47.31,46.65,23.01,58.54,21.86,61.65,52.67,
2010-01-04,83.16,38.09,36.85,52.49,33.26,91.84,,,61.75,45.25,56.82,83.46,27.18,42.01,,,91.67,61.71,48.45,47.79,23.39,60.6,22.02,61.67,52.73,
2010-01-05,82.47,38.02,37.09,51.9,34.0,93.33,,,60.96,44.56,56.63,83.96,28.14,41.7,,,90.43,63.15,48.58,48.12,23.69,60.64,21.79,60.21,52.93,
2010-01-06,81.79,38.09,37.01,52.0,34.37,97.22,,,60.55,44.43,57.18,87.31,27.82,41.87,,,92.68,65.57,49.61,49.57,23.57,61.59,21.37,59.42,53.85,
2010-01-07,81.32,37.82,37.36,51.88,34.55,96.24,,,60.7,44.91,56.47,85.64,26.76,41.55,,,91.85,65.76,49.29,49.23,23.4,61.87,21.59,59.95,53.17,
2010-01-08,81.84,38.39,38.07,52.07,34.23,98.31,,,60.86,45.29,55.97,88.1,26.93,41.4,,,90.33,66.7,49.62,49.93,24.95,61.75,21.68,60.46,52.65,
2010-01-11,83.34,38.22,38.71,51.8,34.33,98.2,,,60.89,46.28,54.44,88.09,26.61,41.53,,,88.93,66.31,50.18,49.64,24.05,61.68,21.67,59.63,52.18,
2010-01-12,82.28,37.69,38.31,51.72,34.33,94.69,,,60.25,46.43,54.25,84.62,26.68,41.42,,,88.63,62.49,48.52,48.41,23.73,60.83,21.5,59.42,52.08,
2010-01-13,83.1,38.07,39.75,51.93,33.18,94.92,,,61.58,47.06,54.46,86.15,26.62,42.11,,,88.7,62.54,48.75,48.43,23.92,61.47,21.5,60.18,52.79,
2010-01-14,82.07,37.92,39.79,51.69,33.07,93.19,,,60.7,46.39,53.65,85.08,26.23,42.12,,,88.32,60.84,48.42,47.91,23.61,62.79,21.32,60.53,52.65,
2010-01-15,82.77,37.89,39.48,51.41,32.5,95.42,,,60.42,46.14,53.21,84.3,26.08,42.02,,,86.45,61.56,47.61,47.43,23.23,62.05,21.12,59.19,51.16,
2010-01-19,82.58,38.37,40.07,51.95,33.21,100.6,,,61.81,46.92,54.04,84.6,26.96,42.76,,,88.16,63.04,48.44,48.11,23.84,64.23,21.66,59.37,51.78,
2010-01-20,81.48,37.96,39.61,51.43,32.88,98.99,,,60.93,47.1,53.84,83.52,26.28,42.12,,,87.34,62.03,46.41,47.11,22.96,63.13,21.35,58.79,50.96,
2010-01-21,79.86,37.12,38.66,51.14,32.15,98.23,,,58.75,45.81,53.85,76.28,24.45,41.68,,,84.66,60.07,44.44,45.69,21.69,59.1,20.94,58.61,48.44,
2010-01-22,78.07,36.09,38.62,50.85,31.76,96.13,,,57.41,44.87,52.71,74.23,24.43,40.95,,,82.07,58.63,44.43,44.19,21.24,59.92,20.44,58.0,47.06,
2010-01-25,80.26,36.5,38.58,50.86,31.95,96.14,,,58.11,45.07,53.3,74.6,24.5,40.87,,,81.95,58.76,44.13,44.13,21.54,61.08,20.07,58.92,46.77,
2010-01-26,79.58,37.37,38.38,50.56,32.0,96.15,,,57.7,44.51,52.52,71.99,24.47,40.3,,,81.4,58.58,44.24,43.56,22.81,59.97,20.07,62.83,46.94,
2010-01-27,78.86,36.86,38.44,50.45,31.34,96.4,,,58.06,44.65,52.37,71.25,23.88,40.28,,,80.79,58.04,44.19,42.59,22.42,59.51,20.19,63.87,46.22,
2010-01-28,77.04,36.44,38.1,50.54,29.89,95.3,,,56.98,43.9,51.15,68.82,23.07,40.0,,,79.78,55.56,43.99,41.4,21.89,59.01,19.77,63.58,45.17,
2010-01-29,75.96,35.72,32.51,50.79,29.1,92.86,,,56.53,43.9,50.94,66.69,22.91,39.77,,,79.18,53.51,42.86,40.8,22.04,58.68,19.84,63.35,44.19,
2010-02-01,76.81,36.25,33.34,50.91,30.05,95.28,,,59.97,44.37,52.62,71.59,23.9,40.41,,,80.96,56.27,45.54,41.97,22.26,59.52,19.9,64.62,44.95,
2010-02-02,76.62,36.9,33.54,52.21,31.39,96.28,,,59.61,44.68,53.22,72.51,24.02,41.08,,,82.1,56.35,45.27,42.92,22.27,59.94,20.12,65.56,45.84,
2010-02-03,76.19,36.63,33.14,51.54,31.33,97.11,,,59.29,44.52,52.83,70.46,22.67,41.36,,,80.97,57.64,45.87,41.94,21.7,59.21,19.68,64.25,45.12,
2010-02-04,73.69,35.39,32.71,49.99,29.78,93.57,,,57.48,43.16,50.8,66.74,22.15,40.23,,,78.5,54.01,43.54,39.5,20.94,57.73,18.84,63.85,43.3,
2010-02-05,68.64,35.16,32.77,50.55,29.89,94.22,,,57.64,43.37,53.11,70.23,22.67,40.25,,,78.62,55.18,46.23,40.46,21.39,58.34,19.05,63.9,43.66,
2010-02-08,68.35,34.86,32.51,50.25,29.57,92.32,,,56.59,43.52,53.35,69.2,22.51,39.85,,,79.61,54.54,44.41,39.57,21.37,57.68,19.12,63.2,43.5,
2010-02-09,67.95,35.32,32.54,50.57,29.92,95.8,,,57.86,44.16,54.91,71.58,22.92,41.08,,,75.95,56.91,45.82,40.46,21.57,59.16,19.44,63.77,42.63,
2010-02-10,68.22,35.38,32.17,50.09,29.77,97.29,,,57.35,43.78,54.69,71.03,22.92,41.44,,,77.41,57.42,45.33,39.92,21.26,59.75,19.33,62.98,42.83,
2010-02-11,68.4,35.87,32.34,51.05,29.98,100.12,,,57.84,41.33,56.09,74.17,22.37,41.69,,,78.05,58.42,46.76,41.15,21.5,60.23,19.62,63.73,43.05,
2010-02-12,68.53,36.6,32.09,51.39,29.82,100.5,,,57.99,41.79,55.68,73.68,22.57,41.68,,,78.25,58.83,46.53,41.13,21.6,60.36,19.57,63.95,42.94,
2010-02-16,70.41,37.71,32.6,52.04,29.98,103.57,,,59.33,42.38,56.48,75.94,24.1,42.0,,,79.57,60.38,47.42,42.69,22.24,61.42,19.74,64.54,44.48,
2010-02-17,70.18,37.77,32.1,52.15,30.63,103.57,,,59.3,42.36,56.98,75.12,23.71,42.1,,,79.67,61.26,47.24,42.44,22.46,61.81,19.86,65.04,44.35,
2010-02-18,69.95,37.87,32.05,52.89,30.76,102.01,,,59.86,42.72,57.27,76.6,24.23,42.38,,,80.67,60.56,48.41,43.62,22.89,62.11,20.12,65.23,44.45,
2010-02-19,69.64,38.13,31.8,52.63,31.04,104.14,,,60.02,42.57,57.39,77.16,24.25,42.48,,,81.51,60.78,48.54,44.35,22.72,62.48,20.17,65.37,45.5,
2010-02-22,69.92,38.14,32.04,52.68,31.22,103.65,,,60.27,42.12,56.79,76.24,23.99,42.25,,,81.99,60.68,47.73,43.66,22.46,62.07,20.27,64.81,45.82,
2010-02-23,70.07,36.97,31.52,52.31,30.46,101.93,,,59.01,41.58,55.94,73.64,24.01,41.74,,,81.49,58.88,46.58,42.0,23.33,61.45,20.1,64.81,45.82,
2010-02-24,69.87,36.88,31.73,52.31,30.97,100.79,,,59.57,42.01,56.32,72.68,23.9,41.9,,,81.49,57.62,46.48,42.09,23.69,62.1,20.31,64.39,44.88,
2010-02-25,68.98,36.91,31.51,53.13,31.22,105.39,,,59.39,42.16,56.03,74.07,23.89,41.97,,,80.96,58.52,49.02,41.88,24.15,61.06,20.45,64.34,44.55,
2010-02-26,68.58,37.49,31.51,54.04,31.19,106.24,,,59.55,42.14,57.17,75.16,23.17,42.11,,,79.22,58.39,49.28,41.4,23.8,61.54,20.43,63.38,43.41,
2010-03-01,69.16,39.44,31.84,54.6,32.26,107.54,,,60.06,42.36,57.73,76.45,24.18,42.35,,,78.17,59.45,50.28,42.37,24.39,62.38,20.65,63.74,43.01,
2010-03-02,70.67,40.33,31.67,54.19,32.74,106.42,,,60.53,42.2,58.41,77.98,25.03,42.84,,,77.63,61.49,51.7,42.91,24.37,62.6,20.65,64.08,42.68,
2010-03-03,71.32,40.35,31.43,54.59,32.36,106.78,,,61.05,42.67,58.66,79.24,25.2,42.92,,,79.38,61.27,51.94,43.16,24.52,62.94,20.85,64.01,43.89,
2010-03-04,71.89,40.29,30.79,54.45,31.19,108.23,,,61.26,42.67,58.79,78.84,24.98,43.53,,,80.53,60.43,50.86,43.51,24.4,62.91,20.53,64.73,43.77,
2010-03-05,73.5,41.17,31.15,54.9,32.08,104.74,,,61.75,43.1,59.81,80.71,25.35,44.49,,,82.14,61.6,51.55,44.56,24.61,63.29,20.91,65.16,45.09,
2010-03-08,74.2,41.25,31.38,54.41,32.08,102.98,,,61.75,42.7,59.55,80.62,25.25,44.27,,,82.53,61.38,51.06,44.84,24.5,63.55,20.88,65.26,45.95,
2010-03-09,74.23,41.0,32.07,54.04,32.11,100.63,,,61.43,42.55,59.46,79.76,25.09,44.03,,,81.88,60.98,51.06,44.93,24.37,62.93,20.7,65.5,45.69,
2010-03-10,74.4,41.0,32.36,54.13,32.33,103.55,,,61.43,42.58,59.47,80.08,25.11,43.94,,,82.0,60.35,50.27,45.03,24.37,63.7,20.84,64.7,45.41,
2010-03-11,74.66,41.4,33.04,54.47,32.45,100.61,,,61.81,42.7,59.66,80.5,25.2,44.13,,,82.38,59.93,50.42,45.01,24.28,63.29,20.86,65.25,45.64,
2010-03-12,74.56,41.94,33.31,54.45,32.81,96.73,,,61.93,43.62,60.3,80.53,25.34,44.73,,,82.06,63.8,50.04,45.28,24.29,64.16,21.1,65.54,45.26,
2010-03-15,74.12,42.2,33.61,54.25,32.6,96.38,,,61.56,43.53,59.99,80.66,24.91,44.99,,,81.33,62.39,49.73,45.12,24.36,64.49,21.18,65.61,45.48,
2010-03-16,74.88,42.6,34.05,54.48,32.95,95.62,,,62.22,43.71,60.26,82.19,25.38,45.37,,,82.81,63.04,51.34,46.07,25.04,64.64,21.48,65.07,46.49,
2010-03-17,74.55,42.83,34.63,54.81,33.23,94.5,,,63.12,43.6,60.53,81.23,27.02,45.4,,,89.2,61.91,51.23,45.11,25.46,65.9,21.71,65.76,49.65,
2010-03-18,74.76,42.85,34.79,54.31,32.67,93.12,,,62.36,43.14,60.42,80.27,26.42,45.42,,,87.45,59.56,51.27,44.74,25.29,64.74,21.74,65.28,48.39,
2010-03-19,74.44,42.24,35.03,54.2,31.54,91.4,,,61.21,43.19,59.99,78.51,25.82,45.42,,,87.41,58.42,50.76,44.39,24.78,64.93,21.6,65.3,48.57,
2010-03-22,75.01,43.05,35.39,54.15,31.87,92.55,,,62.58,43.39,60.61,79.8,26.05,45.48,,,88.98,59.19,51.4,44.66,25.07,65.48,21.75,65.76,49.55,
2010-03-23,75.54,43.2,35.74,54.52,32.01,91.7,,,62.86,43.42,61.42,81.09,26.16,46.06,,,88.94,59.14,51.45,46.33,25.26,66.05,21.74,66.46,50.18,
2010-03-24,74.81,42.51,35.06,54.0,32.65,92.41,,,63.38,43.29,61.65,79.79,26.21,45.8,,,87.9,60.28,49.72,45.82,25.0,65.43,21.47,65.85,49.73,
2010-03-25,73.7,41.83,34.98,53.18,31.62,90.03,,,62.95,43.1,60.44,77.91,25.21,45.78,,,84.27,58.44,48.35,44.88,24.34,64.69,21.28,66.4,48.26,
2010-03-26,74.32,41.47,35.45,54.0,31.77,93.17,,,63.37,43.49,60.44,79.17,24.99,45.65,,,83.37,59.35,49.38,44.88,24.31,66.07,21.31,66.84,47.78,
2010-03-29,74.32,42.15,36.08,54.05,32.19,92.93,,,63.99,43.63,60.45,82.88,25.15,47.96,,,84.9,60.22,50.37,46.04,24.59,65.76,21.28,67.01,48.22,
2010-03-30,74.09,42.53,36.17,53.45,32.43,92.42,,,64.35,43.9,61.4,83.66,25.26,47.69,,,84.27,60.05,50.74,45.56,24.62,66.05,21.38,66.97,47.68,
2010-03-31,73.95,42.63,36.41,53.38,31.85,91.18,,,63.68,43.95,60.54,83.54,24.61,47.67,,,83.55,60.77,50.93,45.38,24.61,65.4,21.08,67.68,47.24,
2010-04-01,73.87,42.87,36.4,54.26,32.46,92.41,,,64.97,44.43,61.16,86.28,25.24,48.23,,,86.5,58.33,52.91,45.95,24.77,66.5,21.33,68.25,49.09,
2010-04-05,74.17,43.16,36.55,54.42,33.23,91.95,,,66.21,44.56,62.25,87.33,25.5,48.82,,,86.92,57.99,53.81,47.53,25.2,66.92,21.7,68.99,49.42,
2010-04-06,74.63,43.62,37.13,54.12,33.15,92.43,,,65.77,44.56,63.25,87.33,25.91,48.87,,,85.62,57.54,53.27,47.64,25.09,67.6,21.76,69.87,48.87,
2010-04-07,74.06,43.61,37.31,53.86,32.93,91.23,,,65.85,44.7,63.51,85.93,27.01,48.87,,,85.59,56.99,54.09,47.61,24.5,67.45,21.51,69.85,47.93,
2010-04-08,74.1,43.68,37.22,53.98,32.89,91.5,,,65.82,44.4,63.42,86.05,27.42,48.92,,,87.25,57.59,53.9,47.49,24.67,67.93,21.67,70.84,48.08,
2010-04-09,75.36,44.31,37.39,54.37,33.46,92.9,,,66.9,45.02,64.26,85.67,27.47,49.86,,,87.51,56.65,54.21,47.4,24.89,68.68,21.7,71.21,48.42,
2010-04-12,75.34,43.51,37.38,53.92,33.46,92.03,,,66.02,45.0,64.04,85.67,27.14,49.99,,,87.08,56.75,53.55,47.15,24.34,68.89,21.49,72.31,49.28,
2010-04-13,74.95,43.14,37.46,53.59,33.5,88.91,,,65.84,45.12,64.22,84.77,27.23,50.4,,,86.5,56.78,53.78,47.0,24.31,69.33,21.48,72.33,49.77,
2010-04-14,76.01,44.52,37.88,54.2,34.48,88.83,,,66.39,45.31,64.2,85.36,28.1,50.9,,,87.29,55.4,53.55,47.67,24.85,69.51,22.13,72.79,51.45,
2010-04-15,76.75,44.51,38.08,54.49,34.3,90.0,,,66.71,45.41,64.01,84.22,28.1,51.53,,,88.9,55.16,53.03,46.65,24.88,69.73,22.7,73.49,53.28,
2010-04-16,76.03,43.9,37.36,54.32,33.9,90.0,,,65.3,45.28,63.99,81.18,27.85,50.5,,,90.83,54.13,52.15,45.64,25.32,69.16,22.45,72.96,52.9,
2010-04-19,75.85,43.73,36.98,54.06,33.16,86.89,,,65.56,45.51,64.11,80.8,27.44,50.67,,,89.79,53.19,52.22,45.53,24.68,70.2,22.56,73.17,52.91,
2010-04-20,76.46,44.2,37.66,54.35,33.61,87.28,,,66.53,45.95,64.64,80.8,27.42,50.61,,,92.28,54.92,51.53,45.26,24.74,70.41,22.94,73.98,53.84,
2010-04-21,76.67,43.82,38.1,54.2,33.17,87.64,,,66.69,46.38,64.18,78.41,28.17,50.24,,,93.41,53.23,51.91,45.11,25.3,70.49,23.08,74.31,54.43,
2010-04-22,77.32,43.92,38.57,54.76,33.13,87.67,,,67.12,46.9,64.54,80.5,28.37,50.68,,,95.94,54.08,52.44,45.27,25.69,70.25,23.2,79.33,55.95,
2010-04-23,79.22,44.66,39.32,55.37,34.35,85.1,,,71.12,47.62,65.15,79.56,28.63,51.72,,,96.56,53.78,53.1,46.06,26.25,71.27,23.26,79.54,57.27,
2010-04-26,79.0,44.79,39.3,55.24,34.86,84.89,,,68.9,47.71,64.42,80.4,28.41,51.4,,,97.03,52.19,53.19,45.76,25.8,70.72,23.13,79.94,57.84,
2010-04-27,77.42,44.25,41.39,54.6,33.34,81.04,,,67.41,46.93,63.72,76.15,27.05,50.32,,,93.73,50.58,53.26,44.62,25.0,68.96,22.76,79.41,55.36,
2010-04-28,78.06,45.24,40.27,54.77,32.86,83.88,,,68.11,47.46,64.08,76.49,27.18,50.34,,22.0,93.43,51.95,54.77,45.01,24.78,69.92,22.3,79.32,56.06,
2010-04-29,78.03,46.49,40.4,53.82,33.63,84.88,,,68.6,49.0,65.07,77.72,28.0,51.31,,23.0,96.38,51.51,55.8,45.66,25.25,71.24,22.29,79.15,58.24,
2010-04-30,76.78,45.66,39.03,53.21,31.99,83.67,,,66.92,48.84,63.64,75.53,26.74,50.09,,22.3,95.88,51.14,56.08,45.32,24.73,70.37,21.5,78.07,57.28,
2010-05-03,77.01,46.0,39.16,53.05,31.88,80.37,,,67.47,49.34,64.3,73.74,26.64,51.02,,22.8,99.81,50.98,54.93,45.93,25.21,71.28,21.68,80.01,58.89,
2010-05-04,74.77,44.43,38.15,52.2,29.65,77.97,,,65.42,48.59,64.02,70.49,25.01,49.53,,21.5,92.41,49.1,54.28,45.16,24.21,68.47,21.51,78.45,55.5,
2010-05-05,74.14,43.13,38.26,52.19,29.03,78.26,,,65.23,48.59,64.0,70.44,24.76,48.5,,20.59,89.74,48.3,53.52,45.77,23.87,68.47,21.44,77.05,54.02,
2010-05-06,72.28,40.79,36.49,50.71,27.48,74.16,,,62.75,47.5,64.0,69.03,23.34,46.66,,19.45,87.86,47.66,54.64,44.7,22.61,64.75,20.68,76.33,51.75,
2010-05-07,70.98,39.23,35.65,49.49,26.77,73.3,,,61.65,47.74,62.8,67.59,23.16,45.1,,18.6,88.14,48.16,53.39,44.9,22.14,63.79,20.58,75.95,51.08,
2010-05-10,72.59,42.65,37.69,51.52,28.44,76.12,,,65.44,49.03,64.56,72.5,24.79,47.04,,19.01,93.66,48.73,55.49,46.57,22.73,67.09,21.46,79.45,55.05,
2010-05-11,71.67,42.26,37.65,51.52,29.04,76.12,,,64.59,48.85,64.07,70.24,24.29,46.58,,18.9,91.23,47.67,58.2,45.99,22.71,66.43,21.05,79.48,54.51,
2010-05-12,72.57,43.47,37.66,52.11,30.26,74.41,,,66.49,48.51,65.14,73.0,24.29,47.52,,19.8,93.83,49.4,58.71,46.77,23.52,67.64,21.37,80.42,54.71,
2010-05-13,71.47,43.12,36.93,51.7,29.88,72.24,,,64.85,48.1,64.54,71.71,24.31,47.05,,19.65,93.23,48.03,57.13,46.33,23.34,66.78,21.54,78.22,53.88,
2010-05-14,69.57,41.99,35.85,50.91,29.18,72.45,,,62.78,47.48,62.35,69.72,23.78,46.07,,18.75,92.03,47.76,57.68,45.89,22.97,65.09,21.14,77.74,52.88,
2010-05-17,70.58,41.71,36.34,51.56,28.77,71.14,,,63.26,47.89,62.88,67.97,23.6,46.18,,18.85,93.55,46.86,57.04,45.53,22.82,66.12,22.32,79.12,53.29,
2010-05-18,70.05,41.97,35.62,51.12,28.1,71.37,,,62.5,47.66,61.1,67.35,22.93,45.4,,18.79,92.84,48.0,56.06,44.51,22.89,65.63,21.55,78.08,52.44,
2010-05-19,69.39,41.57,35.43,50.71,27.96,70.36,,,61.31,47.49,60.73,67.69,22.52,44.95,,17.7,92.87,46.86,54.51,44.56,22.44,64.36,21.72,77.93,51.94,
2010-05-20,66.01,39.92,33.71,48.96,26.46,66.54,,,58.15,45.55,58.88,63.62,21.76,43.26,,16.9,89.0,44.97,52.07,42.71,21.28,61.56,20.63,75.4,48.89,
2010-05-21,66.94,40.82,34.11,50.03,27.51,68.15,,,59.56,46.65,59.62,67.01,22.28,44.2,,16.55,90.03,45.71,52.34,42.95,21.41,62.69,20.96,75.72,49.75,
2010-05-24,65.97,40.53,33.95,48.84,26.86,67.46,,,58.84,46.05,58.3,65.56,21.75,43.53,,16.9,90.77,44.94,52.34,42.25,21.02,61.53,20.58,75.88,49.27,
2010-05-25,67.35,40.43,33.64,48.63,27.53,67.04,,,59.11,46.6,58.88,67.62,22.23,43.63,,16.57,92.08,44.68,53.54,42.9,20.6,62.22,20.62,75.52,49.35,
2010-05-26,68.58,41.45,33.38,48.25,27.43,66.43,,,58.64,46.18,59.07,66.59,22.34,43.27,,17.15,93.98,44.0,53.16,42.45,20.93,61.86,20.47,75.06,49.9,
2010-05-27,70.68,43.27,34.64,49.75,29.31,70.26,,,61.7,47.52,61.49,71.07,23.76,45.18,,17.9,95.27,47.02,54.93,43.85,22.22,65.09,21.07,77.1,51.95,
2010-05-28,69.06,43.06,34.18,49.25,28.67,68.59,,,60.39,47.23,60.55,70.05,23.23,44.5,,17.77,93.23,46.17,53.82,43.05,22.14,64.07,20.84,76.63,50.48,
2010-06-01,67.42,41.54,33.05,48.45,27.41,65.94,,,58.3,46.65,58.69,66.49,22.24,43.73,,17.5,91.83,44.61,54.64,41.43,21.27,62.54,20.27,76.4,49.79,
2010-06-02,69.12,42.85,33.77,50.32,28.67,67.67,,,60.65,47.59,61.41,69.02,22.97,44.92,,17.33,93.91,46.3,55.71,42.76,21.91,64.73,20.64,77.25,51.04,
2010-06-03,68.97,43.0,34.1,51.5,28.52,65.33,,,60.3,47.64,60.88,66.17,23.39,44.78,,17.33,94.99,44.74,54.32,42.54,22.14,63.96,20.83,76.88,51.43,
2010-06-04,66.55,41.05,32.1,51.15,27.43,60.93,,,57.18,46.19,58.23,62.81,21.93,43.1,,17.05,89.18,43.06,53.715,40.93,21.24,61.79,20.11,74.91,47.95,
2010-06-07,65.6,39.87,31.32,50.21,26.15,59.13,,,56.81,45.43,57.9,58.66,21.08,42.99,,16.89,87.81,43.19,55.16,40.12,20.58,60.52,19.96,73.6,45.86,
2010-06-08,66.81,39.33,31.38,50.42,26.03,58.56,,,58.08,45.89,59.31,61.48,21.64,43.93,,16.75,88.27,42.7,56.45,40.95,20.8,62.13,20.07,73.87,46.13,
2010-06-09,67.5,39.88,31.67,50.34,26.17,58.97,,,58.13,45.52,59.21,60.75,21.87,44.08,,16.79,87.98,42.52,55.7,41.09,20.8,61.91,20.22,74.09,45.39,
2010-06-10,68.91,41.83,33.22,51.72,27.88,64.28,,,59.62,46.47,61.32,64.36,23.02,45.08,,16.97,91.4,45.31,56.11,42.43,21.5,63.32,20.6,76.17,46.77,
2010-06-11,69.43,42.17,34.05,52.35,27.98,65.35,,,60.71,46.44,61.91,64.93,24.3,45.73,,17.14,91.98,45.24,56.25,42.63,22.38,64.78,20.85,76.64,47.01,
2010-06-14,69.02,42.04,34.4,52.14,28.26,62.08,,,60.39,45.98,61.76,65.26,25.05,45.36,,17.49,91.92,43.97,54.94,42.43,22.56,64.07,20.93,76.63,46.9,
2010-06-15,70.24,43.22,35.57,53.44,28.84,64.75,,,61.96,47.21,63.29,67.05,26.2,46.57,,17.97,93.02,45.46,56.33,42.65,23.5,65.58,21.34,77.92,47.84,
2010-06-16,70.54,42.86,35.73,54.44,28.24,65.21,,,62.06,47.05,63.15,67.03,25.66,46.5,,17.64,92.86,45.27,58.33,42.17,23.3,66.54,21.18,77.24,47.74,
2010-06-17,70.65,42.54,35.21,55.34,27.98,65.05,,,61.45,47.25,63.48,65.81,25.52,46.51,,17.3,92.05,44.32,59.68,41.69,23.25,66.16,21.37,76.6,47.32,
2010-06-18,71.54,42.73,35.19,55.14,28.82,64.25,,,62.67,47.0,62.44,65.9,25.73,46.47,,17.21,92.17,43.46,61.25,41.49,23.27,66.66,21.52,76.18,47.53,
2010-06-21,71.15,42.97,34.55,55.57,28.92,63.99,,,62.36,46.98,62.53,68.08,26.31,46.05,,17.1,92.61,43.59,59.48,41.77,23.51,66.81,21.4,76.44,48.72,
2010-06-22,70.22,41.66,34.04,54.88,28.58,64.46,,,60.91,46.62,61.67,65.19,24.35,45.53,,16.84,89.34,43.32,59.52,41.08,22.8,65.54,20.93,74.76,46.84,
2010-06-23,69.0,41.41,33.95,54.61,28.06,65.98,,,59.99,46.62,61.58,65.06,25.2,45.39,,16.65,90.14,43.74,59.08,41.72,22.62,65.1,20.89,74.14,47.01,
2010-06-24,67.32,40.52,33.71,53.59,26.77,64.73,,,58.08,45.66,60.36,63.44,23.72,44.53,,16.8,88.0,42.61,58.95,40.54,22.16,63.11,20.65,71.65,46.12,
2010-06-25,68.58,40.57,34.37,53.85,27.02,67.6,,,57.98,45.67,60.31,66.57,24.59,44.33,,16.82,88.62,42.44,61.67,41.16,22.32,62.95,20.69,71.48,46.07,
2010-06-28,67.79,41.16,34.19,53.41,26.46,64.58,,,57.06,45.58,60.26,64.66,23.99,44.0,,16.87,87.95,41.65,61.46,40.14,22.12,62.89,20.43,71.08,45.77,
2010-06-29,65.52,40.0,32.39,52.8,25.19,61.96,,,54.97,45.06,58.24,61.07,22.39,43.1,,16.25,85.4,39.35,61.15,38.48,21.73,61.0,20.0,70.4,44.24,
2010-06-30,64.81,39.71,32.13,52.83,24.91,63.45,,,53.36,44.91,57.43,59.13,22.63,42.42,,16.15,84.81,38.98,61.74,38.28,22.02,60.41,19.72,69.19,43.83,
2010-07-01,65.0,39.58,32.11,52.19,24.43,65.49,,,53.05,45.09,57.33,58.18,22.94,42.3,,15.55,85.29,38.9,58.99,37.76,22.08,61.05,19.59,69.94,43.66,
2010-07-02,64.97,39.2,31.87,51.79,24.26,68.42,,,52.06,44.92,56.55,58.54,22.59,41.99,,15.48,85.9,39.43,58.76,37.32,21.46,60.57,19.49,69.43,43.38,
2010-07-06,65.74,39.1,31.67,52.55,23.84,67.34,,,51.63,45.25,56.25,59.19,22.33,42.04,,15.06,87.12,39.13,58.62,37.37,21.33,60.56,19.77,69.82,44.31,
2010-07-07,67.74,40.87,33.46,53.55,25.22,69.94,,,54.17,47.06,57.49,62.96,23.13,43.76,,15.0,85.75,42.74,59.99,39.07,22.02,63.07,20.32,72.06,43.74,
2010-07-08,68.78,41.46,33.99,53.84,25.98,73.52,,,56.24,47.63,58.68,63.16,23.15,44.4,,15.05,85.09,44.72,60.34,39.11,22.13,64.25,20.68,72.62,43.89,
2010-07-09,69.74,41.53,34.62,54.31,26.35,74.24,,,56.32,47.86,59.44,65.98,23.67,44.63,,15.8,86.64,46.13,61.93,39.61,22.45,64.62,20.85,72.23,44.47,
2010-07-12,69.17,40.74,34.76,53.88,26.43,73.45,,,55.46,47.38,58.4,63.22,23.32,44.14,,15.82,84.56,42.48,61.58,38.67,21.83,63.78,20.86,72.02,43.89,
2010-07-13,70.93,42.25,34.97,55.37,27.12,75.75,,,57.0,48.52,59.83,64.12,24.14,45.24,,16.4,86.78,41.7,61.68,39.21,22.8,65.33,21.57,73.22,45.24,
2010-07-14,70.26,41.79,34.88,55.38,26.5,75.31,,,56.34,48.19,59.62,63.66,23.79,45.01,,16.4,86.23,42.02,61.72,39.4,22.85,64.52,21.58,71.64,45.07,
2010-07-15,70.32,41.94,34.67,55.43,26.23,77.96,,,56.03,48.45,59.27,63.17,23.59,45.0,,16.37,85.81,43.25,60.7,39.27,23.1,64.6,21.81,71.07,44.47,
2010-07-16,69.32,40.31,33.56,53.95,25.03,76.96,,,54.21,47.57,58.03,60.08,22.78,43.77,,16.2,82.36,44.76,58.9,38.09,22.74,62.46,21.12,69.44,43.24,
2010-07-19,69.32,40.77,33.87,54.3,25.18,75.25,,,53.5,48.06,58.04,60.86,23.06,44.05,,16.45,82.29,44.77,58.02,38.45,22.92,62.15,21.27,69.81,43.2,
2010-07-20,70.77,41.65,34.45,55.24,26.45,78.41,,,53.99,49.09,59.14,64.32,24.28,45.0,,16.19,84.57,46.55,58.99,39.82,24.7,64.64,21.87,69.85,44.8,
2010-07-21,70.05,41.3,34.03,54.95,27.15,76.69,,,55.68,48.16,58.64,66.06,23.49,45.07,,16.24,83.93,44.83,58.17,39.11,24.32,64.8,21.65,69.56,44.15,
2010-07-22,71.6,43.26,35.15,55.85,28.04,78.91,,,57.54,48.4,59.46,68.78,24.59,46.22,,16.55,85.7,44.95,59.01,39.67,24.49,66.0,22.2,66.88,45.17,
2010-07-23,72.09,44.22,37.14,57.2,28.37,80.13,,,58.97,49.27,60.41,71.08,24.98,46.46,,16.78,87.11,46.8,59.05,39.84,25.07,67.65,22.68,68.99,46.21,
2010-07-26,72.8,45.25,38.04,57.93,29.13,77.9,,,59.86,49.77,61.77,71.24,25.5,46.82,,17.65,88.4,46.19,58.1,40.11,25.43,68.2,22.86,69.68,47.38,
