,APD,ALB,AVY,BLL,CE,CF,DOW,DWDP,EMN,ECL,FMC,FCX,IP,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,VMC,WRK
2004-07-14,51.61,30.89,61.2,72.65,,,,,44.98,31.22,40.57,35.21,43.64,37.0,,,42.98,13.42,41.79,78.15,24.3,61.66,49.63,40.53,45.67,
2004-07-15,51.18,30.93,61.54,73.35,,,,,45.02,31.2,40.45,35.75,43.53,36.95,,,43.01,13.5,41.9,78.93,24.19,60.81,49.97,40.14,45.66,
2004-07-16,51.08,30.75,61.53,73.39,,,,,45.01,31.3,39.9,36.0,43.52,37.06,,,43.12,13.35,42.26,79.5,24.24,59.73,49.92,40.72,46.06,
2004-07-19,51.03,30.5,61.69,72.27,,,,,44.7,31.25,40.07,35.34,43.27,37.1,,,43.18,13.2,41.44,78.45,24.12,59.24,49.44,41.23,45.98,
2004-07-20,51.62,30.75,61.06,72.06,,,,,44.8,31.29,40.16,34.8,42.93,37.29,,,43.82,13.44,41.4,79.0,25.0,59.01,49.56,41.64,46.31,
2004-07-21,50.68,30.0,59.95,70.6,,,,,44.12,31.31,39.5,33.5,42.32,36.99,,,42.66,12.85,40.2,76.62,24.28,58.09,48.19,41.16,45.56,
2004-07-22,50.07,31.01,60.16,70.09,,,,,43.68,30.88,39.93,34.02,42.26,36.71,,,42.3,12.58,40.48,77.99,23.85,58.09,48.35,40.51,45.32,
2004-07-23,49.67,30.62,59.99,70.02,,,,,43.59,30.35,39.25,33.36,42.31,36.58,,,41.95,12.32,39.0,77.61,23.52,57.88,47.87,40.25,45.03,
2004-07-26,49.02,30.53,59.88,68.76,,,,,42.79,30.31,38.69,32.66,42.65,36.0,,,41.79,12.3,38.38,76.71,23.58,57.95,47.46,40.3,44.59,
2004-07-27,48.78,30.73,61.05,69.58,,,,,43.31,30.58,39.22,33.02,43.49,36.15,,,42.38,13.76,38.95,80.31,23.65,58.62,47.81,40.04,44.82,
2004-07-28,49.8,30.63,60.76,71.0,,,,,44.12,30.43,43.65,33.37,43.53,35.9,,,42.8,13.51,39.4,82.9,23.67,58.79,46.7,39.87,45.67,
2004-07-29,51.95,31.24,60.82,72.41,,,,,44.66,30.7,44.14,34.41,43.12,36.57,,,43.37,13.72,39.55,84.43,23.5,59.44,47.53,40.35,47.41,
2004-07-30,51.75,30.8,60.57,72.18,,,,,44.68,30.5,43.95,34.85,43.23,36.54,,,43.75,13.65,40.47,83.65,23.36,58.95,47.44,40.38,47.62,
2004-08-02,52.02,31.38,60.7,72.92,,,,,45.15,30.7,43.83,34.95,43.51,37.36,,,44.08,14.2,40.42,84.46,23.52,59.48,47.07,40.3,48.22,
2004-08-03,51.8,31.47,60.23,73.52,,,,,44.86,30.45,43.87,33.92,43.02,37.11,,,43.6,14.34,40.37,83.76,23.22,59.16,47.41,39.99,47.95,
2004-08-04,52.4,31.75,60.77,73.5,,,,,44.92,30.52,43.6,33.19,43.16,37.17,,,43.35,14.23,39.33,83.47,23.26,59.78,47.56,40.05,47.78,
2004-08-05,51.43,30.66,59.64,72.79,,,,,43.59,29.74,43.01,32.5,42.24,36.51,,,43.16,13.86,38.6,80.74,22.8,58.03,46.82,38.97,46.53,
2004-08-06,50.07,30.36,58.81,71.67,,,,,42.52,29.37,41.71,32.07,41.35,36.13,,,42.0,13.49,40.64,77.74,22.38,56.63,46.94,38.23,45.85,
2004-08-09,50.53,30.98,58.56,72.38,,,,,43.02,29.49,41.65,31.64,41.61,36.21,,,41.76,13.99,40.71,79.31,22.41,56.96,47.25,38.21,45.55,
2004-08-10,51.1,31.89,59.08,73.06,,,,,43.82,30.05,43.09,33.05,42.32,36.62,,,42.21,14.38,40.82,81.8,22.68,58.17,47.56,38.69,46.47,
2004-08-11,50.75,31.75,59.42,72.85,,,,,43.8,30.21,43.13,32.22,41.5,37.1,,,41.9,14.32,40.28,82.08,22.38,58.28,47.93,38.87,46.16,
2004-08-12,50.36,31.21,59.27,72.0,,,,,43.3,30.0,42.48,31.66,41.09,36.82,,,41.79,14.15,40.19,79.7,22.31,57.05,47.13,38.19,46.0,
2004-08-13,49.55,31.05,59.37,72.18,,,,,42.92,29.89,42.0,32.3,40.7,36.76,,,41.8,13.95,40.92,79.45,22.18,56.66,47.16,38.23,45.88,
2004-08-16,51.55,31.9,60.6,72.89,,,,,44.12,30.4,42.52,33.13,41.77,37.89,,,42.09,14.35,41.99,82.2,22.36,58.76,48.17,39.18,46.98,
2004-08-17,50.95,31.73,60.54,73.54,,,,,44.37,30.16,42.63,33.83,41.96,37.88,,,42.38,14.2,41.88,82.8,22.4,59.1,48.27,39.78,47.45,
2004-08-18,51.99,32.27,60.59,74.41,,,,,44.92,30.29,42.76,34.5,42.01,38.24,,,42.96,14.46,42.27,83.02,22.98,59.72,48.99,39.93,47.72,
2004-08-19,51.91,31.72,60.23,73.85,,,,,44.58,30.0,43.02,35.6,41.87,38.15,,,43.31,14.33,44.03,83.27,22.95,59.52,48.11,39.7,47.89,
2004-08-20,52.56,32.15,60.4,74.57,,,,,45.0,30.17,43.94,36.24,41.81,38.51,,,44.23,14.38,44.38,84.21,23.5,59.8,48.35,39.85,48.21,
2004-08-23,52.62,31.73,60.24,74.11,,,,,45.27,29.78,44.06,35.63,41.46,38.49,,,44.92,14.04,43.77,81.37,23.04,58.9,48.06,39.4,47.64,
2004-08-24,52.52,32.16,60.74,37.48,,,,,46.1,29.62,45.87,35.4,41.71,38.15,,,45.48,14.4,42.85,80.83,23.42,59.64,47.94,40.11,47.59,
2004-08-25,52.52,32.62,61.49,37.16,,,,,46.39,30.28,46.06,36.13,41.63,38.5,,,45.13,14.7,44.04,79.92,23.5,60.17,48.58,41.02,47.81,
2004-08-26,52.8,32.73,62.22,37.18,,,,,46.83,30.11,46.38,36.53,41.5,38.47,,,45.42,14.57,43.87,78.76,23.25,60.29,48.8,40.93,47.63,
2004-08-27,52.31,32.74,62.27,37.11,,,,,46.28,30.02,45.92,37.22,41.15,38.48,,,45.62,14.92,43.96,79.6,23.1,59.9,48.82,40.89,47.51,
2004-08-30,52.05,33.0,61.88,36.99,,,,,46.18,29.77,45.25,37.27,40.25,38.04,,,44.91,14.88,43.71,78.05,22.91,59.62,48.55,40.75,47.21,
2004-08-31,52.38,33.26,62.15,37.34,,,,,46.53,29.92,46.23,37.63,40.02,38.53,,,44.99,15.94,44.39,78.29,22.9,59.77,49.12,41.3,47.67,
2004-09-01,53.77,33.72,62.18,37.5,,,,,46.5,30.02,45.81,37.75,40.57,38.28,,,45.11,16.15,44.79,78.4,23.24,59.45,48.68,40.14,48.0,
2004-09-02,54.75,34.26,62.73,37.6,,,,,46.76,30.47,46.85,37.79,41.01,39.0,,,45.61,16.33,44.49,80.79,23.65,60.83,49.61,40.15,48.77,
2004-09-03,54.91,34.3,62.88,37.61,,,,,46.57,30.65,46.35,37.36,40.8,38.85,,,45.69,16.33,43.66,81.2,23.52,60.69,49.87,40.08,48.81,
2004-09-07,55.0,34.97,63.57,37.6,,,,,47.02,30.86,46.75,37.74,41.06,39.81,,,46.22,16.69,43.42,83.2,24.08,60.82,50.33,40.69,49.62,
2004-09-08,53.86,34.05,62.5,38.24,,,,,46.53,30.46,46.76,37.4,40.54,38.91,,,45.05,16.37,43.05,82.3,23.76,60.18,49.91,40.53,48.45,
2004-09-09,53.7,34.43,62.01,36.9,,,,,46.78,30.71,47.49,37.81,40.21,38.8,,,45.18,16.56,43.1,88.43,23.8,60.02,49.12,40.44,48.31,
2004-09-10,53.37,34.19,62.18,36.34,,,,,46.4,30.67,47.0,37.91,40.11,38.62,,,45.19,16.69,43.3,89.15,23.51,59.95,49.7,40.52,48.06,
2004-09-13,52.54,34.0,62.63,36.6,,,,,46.59,30.67,46.92,37.32,39.78,38.71,,,45.54,16.76,43.4,88.47,23.62,60.18,49.43,41.32,48.67,
2004-09-14,52.78,33.62,62.9,36.96,,,,,46.24,30.61,46.33,37.86,40.12,38.49,,,45.3,16.55,44.14,88.42,23.63,59.61,49.07,41.89,48.56,
2004-09-15,52.53,33.82,62.88,35.9,,,,,46.33,30.72,46.17,37.12,40.07,38.08,,,45.04,16.43,43.29,87.7,23.65,59.46,49.96,42.1,48.24,
2004-09-16,53.65,34.53,63.37,36.58,,,,,46.88,30.82,46.5,37.45,40.01,38.67,,,45.4,16.45,42.78,88.1,23.89,59.8,50.31,42.43,49.05,
2004-09-17,53.73,34.45,63.71,36.43,,,,,46.83,31.29,46.2,37.22,39.9,38.7,,,45.94,16.74,41.55,89.67,23.5,59.45,45.49,42.51,48.87,
2004-09-20,54.02,34.3,63.65,36.04,,,,,47.06,31.08,46.38,37.36,39.94,37.33,,,45.6,17.0,41.72,89.8,23.32,59.37,46.18,42.43,48.8,
2004-09-21,54.03,34.54,63.55,35.9,,,,,46.93,31.3,47.14,38.8,39.19,37.58,,,46.0,17.25,42.89,89.44,23.14,59.53,46.2,42.98,49.55,
2004-09-22,53.4,34.4,63.87,35.85,,,,,46.54,31.2,46.07,39.06,38.6,37.3,,,44.96,17.05,42.22,89.33,23.13,59.01,45.76,42.43,49.25,
2004-09-23,52.1,34.21,63.18,35.15,,,,,45.85,30.75,46.51,38.89,38.64,37.21,,,44.0,17.01,42.35,86.63,23.07,58.67,45.26,42.06,48.77,
2004-09-24,52.61,34.11,63.25,35.95,,,,,46.38,31.17,47.21,39.8,38.85,37.53,,,44.88,17.29,42.34,86.28,23.13,59.66,45.7,42.28,48.68,
2004-09-27,52.97,33.32,62.66,36.12,,,,,46.49,30.93,46.45,40.35,38.75,37.54,,,44.71,17.23,42.6,86.55,22.79,59.48,44.28,42.05,49.21,
2004-09-28,54.38,34.17,63.83,36.42,,,,,46.85,31.43,49.13,41.95,39.08,37.76,,,44.54,17.74,44.29,90.5,23.41,60.41,44.62,43.27,48.82,
2004-09-29,54.68,34.32,64.71,36.23,,,,,47.15,31.19,48.42,39.87,39.78,37.81,,,44.68,17.43,44.28,89.25,24.04,61.27,45.76,43.37,49.44,
2004-09-30,54.38,35.09,65.78,37.43,,,,,47.55,31.44,48.57,40.5,40.41,38.2,,,45.27,17.39,45.53,91.37,24.47,61.28,46.35,43.96,50.95,
2004-10-01,54.54,35.34,64.92,37.54,,,,,47.68,31.75,49.04,40.1,40.76,38.77,,,46.25,17.7,45.04,93.02,24.37,62.06,46.55,43.87,51.7,
2004-10-04,54.56,35.36,65.0,37.71,,,,,47.99,31.87,48.89,40.3,40.67,38.75,,,45.94,17.62,44.64,96.8,24.43,62.21,46.27,43.83,50.61,
2004-10-05,54.7,35.0,64.5,37.99,,,,,47.82,32.27,48.79,40.24,40.91,38.71,,,45.79,17.41,45.79,95.8,24.2,61.8,46.55,43.22,50.73,
2004-10-06,55.27,35.99,64.41,38.58,,,,,48.47,32.82,49.5,41.0,41.52,38.75,,,46.25,17.08,46.1,98.16,24.55,62.22,47.3,43.79,51.16,
2004-10-07,54.42,34.61,63.76,38.09,,,,,47.95,32.79,48.7,41.1,40.81,38.41,,,45.92,16.74,45.6,97.12,24.17,61.39,46.7,43.1,50.58,
2004-10-08,54.11,34.16,63.05,37.61,,,,,47.74,32.51,48.18,41.99,40.62,38.3,,,45.88,16.48,46.25,94.43,24.11,60.96,46.25,42.77,50.66,
2004-10-11,54.31,34.58,63.02,37.58,,,,,47.69,32.61,48.18,41.15,40.45,38.42,,,45.87,16.3,45.84,94.8,24.3,61.05,46.29,42.48,50.93,
2004-10-12,53.4,34.4,62.76,37.25,,,,,46.8,32.51,47.71,40.08,40.24,38.36,,,44.74,16.3,44.5,93.1,23.95,60.66,46.16,42.12,48.79,
2004-10-13,52.87,33.18,62.14,36.46,,,,,45.58,32.23,46.04,36.4,39.53,37.94,,,43.71,15.5,43.97,88.61,23.55,58.92,45.44,41.52,48.58,
2004-10-14,52.96,33.5,62.27,37.16,,,,,45.61,32.21,46.52,36.42,39.16,37.89,,,43.79,15.36,44.13,88.26,23.42,59.92,45.22,41.61,47.92,
2004-10-15,53.81,33.65,63.14,37.67,,,,,45.71,32.5,47.7,36.94,39.12,38.08,,,44.14,15.48,44.78,88.6,23.41,60.54,45.55,41.62,48.13,
2004-10-18,53.68,33.74,62.72,37.55,,,,,45.71,33.04,47.34,36.1,39.0,38.08,,,44.4,15.41,44.75,88.6,23.41,60.54,45.92,42.2,47.97,
2004-10-19,52.53,34.0,60.75,36.98,,,,,45.27,32.13,46.19,34.9,38.12,37.33,,,43.99,15.36,44.79,39.45,21.75,59.5,45.1,41.8,46.97,
2004-10-20,52.52,34.06,59.25,37.62,,,,,45.79,32.43,47.45,35.93,38.83,37.61,,,44.56,15.16,46.2,40.25,22.15,60.02,45.58,41.51,47.26,
2004-10-21,52.82,34.5,59.48,38.13,,,,,45.77,32.25,47.17,36.35,39.07,37.73,,,44.76,15.41,46.41,40.94,22.35,60.17,46.14,40.78,47.53,
2004-10-22,52.93,34.23,59.71,37.7,,,,,45.37,32.02,46.65,35.71,38.6,38.06,,,44.23,15.0,46.12,40.17,21.9,60.13,45.5,41.79,47.67,
2004-10-25,52.8,34.75,59.23,37.65,,,,,45.23,32.27,47.44,36.79,38.81,38.1,,,44.73,15.0,47.66,41.71,21.89,60.94,45.75,41.92,47.85,
2004-10-26,53.81,35.1,59.82,37.64,,,,,45.33,33.0,48.85,37.04,38.84,39.03,,,44.85,15.16,47.79,43.39,21.57,61.92,46.12,42.32,48.59,
2004-10-27,53.8,35.67,60.76,37.63,,,,,45.45,33.7,44.2,37.1,38.22,39.26,,,45.5,15.0,46.8,42.64,21.55,62.88,48.29,42.26,49.15,
2004-10-28,53.11,35.77,60.3,40.07,,,,,45.13,33.4,44.25,35.06,37.8,37.8,,,45.93,14.96,46.54,41.0,21.5,62.44,48.89,42.55,49.05,
2004-10-29,53.18,35.85,60.84,39.85,,,,,47.47,33.85,43.85,36.22,38.51,39.05,,,45.53,15.04,47.52,42.23,21.93,63.75,49.54,42.72,49.78,
2004-11-01,52.8,36.21,60.18,40.45,,,,,47.2,33.46,44.28,35.77,38.56,38.48,,,47.75,15.12,46.82,42.88,22.14,63.65,49.89,42.5,49.89,
2004-11-02,52.31,35.92,59.61,40.13,,,,,46.98,33.93,44.04,34.99,38.32,38.4,,,47.5,15.08,45.81,44.95,22.11,63.65,50.2,42.74,49.73,
2004-11-03,53.1,37.1,60.81,40.58,,,,,47.91,34.04,44.85,36.18,38.75,38.41,,,48.95,15.48,47.0,46.52,22.17,64.63,51.03,43.45,50.0,
2004-11-04,53.45,38.13,61.89,41.62,,,,,48.91,34.9,46.11,38.1,39.4,38.98,,,49.25,15.86,47.94,48.09,22.55,66.09,52.41,44.42,50.21,
2004-11-05,53.48,37.7,54.9,42.01,,,,,49.37,35.07,46.41,38.53,40.12,39.4,,,49.67,16.25,49.05,47.35,22.5,65.82,52.49,44.93,50.37,
2004-11-08,53.11,36.81,55.18,41.86,,,,,49.65,35.01,46.21,37.88,40.06,39.0,,,48.82,16.64,48.98,47.96,22.58,65.61,52.24,44.39,50.29,
2004-11-09,54.33,37.6,56.0,42.3,,,,,50.05,34.96,47.16,39.13,40.8,39.35,,,49.3,16.43,49.02,48.8,22.5,66.3,52.82,44.6,50.21,
2004-11-10,55.0,38.09,56.5,42.26,,,,,50.02,34.59,47.26,37.99,40.71,39.71,,,49.75,16.23,48.35,49.92,22.67,66.0,52.52,44.78,50.19,
2004-11-11,55.22,38.85,57.0,42.65,,,,,50.78,35.1,47.93,38.86,40.96,40.35,,,49.47,16.25,48.59,49.44,22.99,66.75,53.49,45.2,50.26,
2004-11-12,55.44,39.2,56.63,43.1,,,,,51.04,34.95,48.56,40.38,40.81,41.05,,,49.67,16.25,49.65,51.37,23.02,66.99,52.83,45.44,50.5,
2004-11-15,55.32,39.09,57.09,43.04,,,,,50.54,34.9,48.53,39.64,40.66,40.86,,,49.81,16.18,48.88,51.61,22.57,66.87,52.45,45.1,51.58,
2004-11-16,55.22,38.29,57.57,42.87,,,,,50.11,34.99,47.78,39.46,40.58,40.58,,,49.72,15.92,49.2,50.66,22.69,66.46,51.74,44.86,51.6,
2004-11-17,55.98,38.83,57.53,43.03,,,,,51.03,34.85,48.37,40.03,40.74,40.94,,,49.7,16.27,49.55,51.37,22.81,66.86,51.9,45.1,52.46,
2004-11-18,56.48,38.45,57.55,43.0,,,,,52.0,35.13,49.0,39.0,41.01,41.07,,,49.81,16.35,48.63,49.37,22.98,67.32,50.31,45.12,52.57,
2004-11-19,55.91,38.29,57.14,42.85,,,,,51.4,34.25,48.39,39.12,40.5,40.35,,,49.59,16.28,49.17,49.47,22.86,67.0,50.61,44.54,51.97,
2004-11-22,55.76,39.09,57.83,43.35,,,,,52.34,34.64,48.35,38.95,40.68,40.31,,,49.38,16.22,49.39,51.41,23.14,67.4,51.28,44.97,51.6,
2004-11-23,56.08,38.67,58.07,42.76,,,,,53.34,34.91,48.69,38.61,40.43,40.33,,,49.82,16.25,48.35,50.56,22.95,67.08,50.9,45.04,51.56,
2004-11-24,56.96,39.46,58.52,43.3,,,,,53.5,35.06,49.31,39.53,41.5,40.49,,,50.53,17.23,47.87,51.15,23.06,67.4,52.12,45.48,52.15,
2004-11-26,56.79,39.21,58.51,43.85,,,,,53.88,35.03,49.12,40.57,41.8,40.36,,,50.03,17.48,48.99,54.05,23.09,67.93,51.75,45.18,51.95,
2004-11-29,56.86,39.35,58.48,43.68,,,,,53.83,34.78,49.75,40.63,41.48,40.61,,,49.88,17.3,49.21,53.47,23.03,68.0,51.89,45.08,51.91,
2004-11-30,57.25,39.84,58.66,44.73,,,,,54.38,34.98,49.55,39.13,41.52,40.5,,,50.25,17.38,47.35,52.9,23.0,67.47,51.41,44.6,51.85,
2004-12-01,58.01,40.32,59.5,44.45,,,,,54.33,35.26,50.0,38.78,42.4,41.2,,,51.4,18.19,47.17,52.29,23.53,68.55,52.22,44.71,52.92,
2004-12-02,57.77,39.78,59.05,43.97,,,,,53.9,35.2,49.25,37.4,41.57,41.14,,,50.99,18.2,45.87,50.33,23.32,68.0,51.72,44.56,52.58,
2004-12-03,58.16,39.65,60.45,43.66,,,,,54.02,35.17,48.92,37.39,40.52,41.15,,,50.7,18.35,46.38,51.84,23.19,67.61,52.57,44.56,52.44,
2004-12-06,58.05,39.52,60.62,42.63,,,,,54.23,35.08,47.6,36.99,40.75,41.02,,,50.34,18.23,45.95,50.81,23.16,67.78,52.52,44.21,52.84,
2004-12-07,56.74,38.95,60.01,43.52,,,,,53.07,34.4,46.85,36.18,40.04,41.0,,,49.78,17.62,45.31,49.35,22.72,65.92,51.15,43.9,51.8,
2004-12-08,57.03,39.16,60.12,43.88,,,,,53.39,34.8,47.54,35.99,40.27,41.08,,,49.85,17.4,44.76,48.62,22.48,66.02,51.47,43.8,53.67,
2004-12-09,57.97,39.17,61.14,43.43,,,,,53.66,34.86,46.68,36.74,40.69,41.44,,,50.51,17.61,44.95,49.55,22.61,65.79,51.7,43.91,54.19,
2004-12-10,57.41,39.16,61.01,43.55,,,,,54.21,34.89,46.8,36.61,40.75,41.39,,,51.74,17.42,44.58,49.99,22.55,65.09,51.61,44.16,54.95,
2004-12-13,57.84,39.3,61.92,44.61,,,,,53.95,34.96,47.49,37.56,41.12,41.4,,,51.59,18.18,45.55,51.99,22.65,66.35,51.7,44.45,54.15,
2004-12-14,57.78,39.82,61.38,44.72,,,,,55.6,34.9,47.6,37.37,41.05,42.09,,,52.0,18.2,45.67,51.66,22.72,67.16,53.1,44.25,53.63,
2004-12-15,57.82,40.08,62.2,44.94,,,,,56.8,34.79,48.5,37.78,41.4,42.05,,,52.2,18.24,45.75,53.5,22.75,67.52,52.49,44.33,54.76,
2004-12-16,57.01,40.04,61.23,44.49,,,,,57.28,34.65,48.16,37.25,41.63,42.56,,,52.06,18.11,44.82,52.75,22.63,67.15,52.24,43.89,54.31,
2004-12-17,57.2,39.81,60.95,43.48,,,,,56.27,34.32,48.1,37.61,41.34,42.4,,,51.65,17.15,44.65,52.82,22.55,66.4,51.95,43.28,53.57,
2004-12-20,58.08,39.57,60.18,44.25,,,,,56.37,34.56,47.99,37.3,41.11,42.69,,,51.61,16.09,44.91,52.55,22.65,66.9,52.08,43.53,54.06,
2004-12-21,58.6,39.15,60.35,44.53,,,,,56.95,34.63,48.34,38.15,41.48,42.46,,,52.13,16.47,45.45,54.66,22.97,68.0,52.9,43.99,53.99,
2004-12-22,58.87,40.03,60.62,44.34,,,,,57.35,34.66,48.6,37.95,41.61,42.31,,,52.4,16.35,44.73,53.97,23.16,67.97,53.1,44.36,53.91,
2004-12-23,58.69,39.8,60.34,44.23,,,,,57.46,34.94,49.02,37.8,41.9,42.64,,,52.55,16.42,44.97,53.85,23.17,67.99,52.58,44.5,54.56,
2004-12-27,58.16,39.3,60.26,44.01,,,,,57.13,34.58,48.25,37.96,41.84,42.52,,,52.46,16.55,45.04,53.95,23.12,67.72,52.25,44.4,54.05,
2004-12-28,58.74,39.69,60.35,44.11,,,,,57.97,35.13,49.02,38.1,42.01,42.9,,,53.22,16.45,44.69,55.08,23.39,68.17,53.47,44.84,54.62,
2004-12-29,58.65,39.51,60.2,44.16,,,,,57.82,35.0,48.58,38.37,41.95,42.77,,,53.5,16.36,44.43,54.87,23.43,68.02,53.25,44.84,54.63,
2004-12-30,58.25,39.05,60.72,44.1,,,,,57.58,35.15,48.36,38.2,42.02,43.05,,,53.51,16.33,44.54,51.38,23.54,68.11,53.5,44.88,54.73,
2004-12-31,57.97,38.71,59.97,43.98,,,,,57.73,35.13,48.3,38.23,42.0,42.84,,,53.66,16.32,44.41,52.34,23.55,68.16,53.27,44.63,54.61,
2005-01-03,58.05,38.05,59.17,43.38,,,,,57.3,34.6,47.46,37.21,42.01,42.1,,,52.4,16.2,42.36,50.45,23.28,67.25,53.7,44.12,53.22,
2005-01-04,56.94,36.5,58.35,43.38,,,,,52.19,34.16,45.35,35.74,41.0,40.9,,,51.18,15.31,41.57,50.12,22.89,65.73,51.94,43.6,52.62,
2005-01-05,56.99,35.62,57.63,42.35,,,,,51.61,33.83,44.4,35.33,41.59,40.85,,,51.16,14.95,41.67,49.68,22.62,64.8,50.62,42.98,52.44,
2005-01-06,57.34,36.31,58.32,42.69,,,,,52.69,33.93,45.13,35.28,41.39,41.08,,,50.99,15.26,41.6,49.2,22.39,65.72,50.73,43.01,52.59,
2005-01-07,57.65,36.44,58.79,42.36,,,,,52.26,33.73,44.98,35.62,41.29,41.4,,,50.63,15.13,41.5,49.33,22.41,66.04,50.99,42.72,52.86,
2005-01-10,57.69,36.17,57.99,42.4,,,,,52.37,34.03,44.78,35.43,41.47,41.92,,,50.4,15.33,41.66,49.92,22.68,65.86,51.73,43.14,53.06,
2005-01-11,56.65,35.8,57.5,41.94,,,,,51.91,33.75,44.4,35.56,41.0,41.44,,,50.39,15.05,42.44,48.36,22.4,65.3,50.48,42.9,53.26,
2005-01-12,57.38,35.76,57.74,41.85,,,,,51.91,33.66,44.61,35.8,41.4,41.39,,,50.39,15.31,42.77,48.36,22.4,65.3,50.48,43.53,53.42,
2005-01-13,56.84,35.3,57.37,42.36,,,,,51.53,33.24,44.6,36.26,40.96,40.97,,,50.45,15.3,42.29,50.41,22.87,65.89,49.39,43.12,53.52,
2005-01-14,57.69,34.07,57.04,42.75,,,,,51.4,33.66,45.1,36.61,40.92,41.48,,,51.6,15.52,41.87,52.3,23.29,66.12,49.36,43.77,54.49,
2005-01-18,58.03,34.43,56.9,43.1,,,,,51.26,34.21,45.64,38.2,40.55,42.0,,,52.3,15.93,42.46,51.93,23.23,66.21,50.13,44.12,54.83,
2005-01-19,57.19,34.08,56.71,43.17,,,,,51.81,34.26,45.24,37.16,39.7,41.73,,,51.52,15.99,42.32,51.57,23.17,66.51,49.2,43.42,54.93,
2005-01-20,57.37,34.01,57.42,42.26,,,,,52.78,34.13,44.73,36.78,39.66,41.76,,,50.78,15.53,41.76,50.79,22.8,66.44,48.96,44.89,54.53,
2005-01-21,56.77,34.14,57.69,42.79,16.0,,,,53.23,33.7,44.47,37.34,39.1,41.36,,,50.96,15.63,42.5,51.61,22.47,66.88,48.23,44.39,54.55,
2005-01-24,55.99,34.01,56.1,42.3,16.0,,,,52.98,33.41,43.42,37.35,38.77,40.92,,,50.85,15.39,42.2,51.22,22.26,66.55,47.94,42.42,54.47,
2005-01-25,56.9,34.13,61.02,42.0,15.65,,,,53.01,33.48,43.56,36.82,38.75,40.84,,,51.11,15.1,41.62,53.15,22.0,67.49,48.2,43.0,54.82,
2005-01-26,57.94,34.2,59.97,41.81,15.59,,,,53.25,33.63,44.42,37.3,39.24,41.06,,,51.99,15.05,42.04,52.95,22.08,67.85,47.63,42.83,55.07,
2005-01-27,57.7,34.22,59.81,42.33,15.78,,,,53.57,33.53,44.16,37.06,39.4,42.03,,,51.7,15.36,42.1,54.35,22.34,67.92,47.5,42.81,55.27,
2005-01-28,58.17,34.17,59.76,41.59,16.0,,,,53.0,33.55,46.4,35.96,39.4,42.04,,,53.4,15.77,42.0,54.9,22.2,67.87,47.15,42.68,55.96,
2005-01-31,58.91,35.11,60.09,42.72,16.13,,,,54.15,33.65,47.19,36.81,39.15,42.22,,,54.02,16.5,41.59,56.16,22.31,68.78,51.3,43.2,56.48,
2005-02-01,59.36,35.4,59.89,43.28,16.2,,,,53.43,33.92,48.04,37.07,39.72,42.4,,,54.72,16.46,41.44,56.02,22.85,69.15,52.22,43.23,55.65,
2005-02-02,59.44,35.56,60.3,44.0,16.2,,,,53.91,33.91,48.28,37.66,40.28,42.45,,,55.15,16.36,41.56,56.56,23.17,69.63,52.15,43.28,56.46,
2005-02-03,58.86,35.16,59.6,44.04,16.01,,,,53.9,33.3,47.22,37.37,39.29,42.1,,,54.85,16.1,40.88,56.99,23.17,69.45,52.17,44.83,56.74,
2005-02-04,59.0,35.64,60.57,43.95,16.04,,,,54.21,33.57,48.0,37.13,39.54,42.25,,,55.9,16.28,41.38,56.55,23.77,70.35,52.25,45.51,57.49,
2005-02-07,59.9,36.04,60.51,43.95,15.75,,,,54.35,32.93,47.77,36.72,38.6,42.15,,,56.0,16.13,40.54,56.98,23.44,70.8,51.49,44.97,57.49,
2005-02-08,59.91,36.52,60.36,44.05,15.8,,,,54.2,32.94,47.62,36.25,37.98,42.0,,,56.0,16.0,40.4,57.03,23.34,71.09,52.09,45.04,57.5,
2005-02-09,59.42,36.15,59.73,43.42,15.79,,,,53.98,32.23,46.61,35.91,37.27,41.37,,,55.9,15.95,40.5,55.1,23.26,70.4,51.88,44.95,57.26,
2005-02-10,59.92,36.15,59.85,43.78,15.58,,,,54.38,32.74,45.85,37.12,37.25,41.85,,,54.6,15.97,41.39,56.53,23.07,70.95,51.8,45.51,56.95,
2005-02-11,60.7,35.99,60.53,44.08,15.57,,,,55.52,32.95,46.75,38.08,37.27,41.94,,,56.0,16.05,42.13,56.91,23.14,71.35,52.38,45.78,57.21,
2005-02-14,60.5,36.0,60.36,44.07,15.6,,,,55.39,32.81,47.9,38.17,37.26,41.76,,,57.05,15.8,42.2,57.53,23.15,71.36,52.2,45.52,56.98,
2005-02-15,60.48,35.63,61.01,44.07,15.94,,,,56.31,32.58,48.25,38.13,37.0,41.9,,,56.94,15.78,42.34,56.74,23.18,72.09,52.45,45.82,56.6,
2005-02-16,60.55,35.9,60.53,44.68,16.1,,,,56.39,32.14,48.61,39.17,37.55,41.79,,,57.13,15.99,42.54,59.68,23.3,71.88,52.31,45.6,57.08,
2005-02-17,60.05,35.12,59.91,44.62,16.5,,,,56.38,31.63,48.06,39.7,38.0,41.9,,,57.31,16.11,42.63,58.77,23.68,71.32,52.23,44.93,57.1,
