,APC,APA,BHGE,COG,CVX,XEC,CXO,COP,DVN,FANG,EOG,XOM,HAL,HP,HES,HFC,KMI,MRO,MPC,NOV,NBL,OXY,OKE,PSX,PXD,SLB,FTI,VLO,WMB
2002-04-05,54.23,55.7,,24.0,87.14,,,60.64,46.8,,39.25,42.63,16.66,38.26,77.21,19.0,,28.06,,24.29,37.9,28.54,20.82,,21.57,54.39,19.43,47.05,22.38
2002-04-08,55.08,56.43,,24.19,88.4,,,61.86,47.75,,40.23,43.24,17.34,39.25,79.03,18.8,,28.68,,24.26,38.87,29.02,21.43,,22.41,54.68,20.0,47.35,22.43
2002-04-09,54.06,55.51,,23.45,87.29,,,60.05,47.0,,39.03,42.72,17.61,38.26,78.02,19.0,,28.24,,23.36,38.08,28.78,20.82,,21.59,54.16,19.98,47.14,21.9
2002-04-10,55.0,56.66,,24.24,87.6,,,60.35,47.5,,40.11,43.18,17.6,38.64,78.69,18.98,,28.75,,23.4,39.12,29.4,20.98,,22.63,54.74,20.35,47.95,21.99
2002-04-11,54.83,56.81,,24.08,86.45,,,59.7,47.44,,40.03,42.4,17.27,38.73,78.15,18.9,,28.83,,23.58,38.97,29.2,20.56,,22.76,54.84,20.16,47.86,21.58
2002-04-12,52.05,53.78,,23.66,84.1,,,58.1,45.49,,38.03,41.3,16.38,36.96,75.15,18.78,,27.8,,23.22,36.93,28.33,21.0,,21.57,52.77,19.69,46.36,21.05
2002-04-15,53.66,55.04,,24.15,85.3,,,59.5,47.0,,38.93,41.6,17.1,38.54,76.77,18.0,,28.38,,23.79,38.22,28.71,20.92,,21.92,54.52,19.9,47.53,21.32
2002-04-16,54.2,55.25,,24.45,86.6,,,60.05,46.55,,38.85,42.28,17.47,39.28,77.58,18.25,,28.64,,24.89,38.18,29.05,21.59,,22.09,54.9,20.4,47.26,22.28
2002-04-17,54.74,56.7,,24.24,86.96,,,60.39,47.45,,40.14,42.22,18.0,40.37,78.75,17.5,,29.05,,25.46,39.41,29.25,21.73,,23.32,56.04,20.23,47.55,23.36
2002-04-18,54.8,57.24,,24.75,87.5,,,60.66,49.0,,40.65,42.46,17.62,40.93,78.5,17.7,,29.52,,25.76,39.14,29.2,21.59,,23.11,56.0,20.69,48.61,23.25
2002-04-19,55.0,57.54,,25.0,88.0,,,61.25,49.57,,41.31,42.52,17.74,41.0,79.25,17.75,,29.82,,25.85,39.28,29.2,21.49,,23.36,55.31,20.76,47.7,23.35
2002-04-22,54.45,57.1,,24.75,86.65,,,60.67,48.8,,41.34,41.85,17.6,40.76,79.09,17.9,,29.45,,25.91,38.88,29.07,21.37,,23.26,54.32,20.74,47.35,23.3
2002-04-23,55.6,58.28,,25.05,86.98,,,60.97,50.28,,41.7,41.35,17.57,41.45,79.5,18.02,,29.42,,26.55,39.55,29.23,21.51,,23.24,54.75,21.5,46.6,23.2
2002-04-24,53.45,57.14,,24.52,85.0,,,60.07,49.13,,41.01,40.3,17.69,40.75,78.06,17.6,,29.03,,26.3,38.54,28.55,21.22,,22.85,54.7,21.51,45.85,22.25
2002-04-25,53.42,58.33,,24.94,85.9,,,60.67,49.6,,41.77,40.54,17.73,41.94,78.78,17.65,,29.22,,27.13,38.85,28.52,21.49,,23.72,55.9,22.99,46.15,21.45
2002-04-26,53.42,58.52,,24.95,84.6,,,59.83,48.67,,42.13,40.0,17.48,41.95,78.02,17.83,,28.93,,26.87,38.68,28.6,20.9,,23.82,56.81,22.75,45.94,20.0
2002-04-29,53.36,58.3,,24.95,85.86,,,59.94,48.65,,42.11,39.7,17.18,41.42,76.9,17.14,,28.92,,26.56,38.51,28.77,20.95,,24.0,55.9,22.65,45.3,18.61
2002-04-30,53.82,58.33,,25.13,86.71,,,59.81,49.31,,42.55,40.17,16.99,41.21,76.88,17.4,,29.06,,26.57,39.05,28.75,21.86,,23.99,54.75,22.75,43.16,19.1
2002-05-01,53.77,58.9,,25.82,87.99,,,60.18,50.05,,42.56,40.69,17.41,42.91,77.0,18.15,,29.35,,27.15,39.49,29.12,21.76,,24.34,56.24,23.1,43.59,19.32
2002-05-02,53.38,59.19,,25.5,88.87,,,60.72,50.0,,43.2,40.8,17.39,42.82,77.55,17.82,,29.05,,27.95,39.45,29.42,22.77,,24.48,56.95,23.05,41.8,18.84
2002-05-03,53.73,59.68,,25.25,89.51,,,60.97,49.97,,43.77,40.59,16.78,42.62,78.83,17.59,,29.2,,28.38,39.79,29.71,22.52,,24.86,56.96,22.96,42.99,19.23
2002-05-06,51.74,56.64,,24.62,87.0,,,59.6,48.43,,42.22,39.25,15.52,40.72,76.1,17.5,,28.21,,26.79,38.56,28.53,22.31,,24.25,54.2,21.9,41.63,18.51
2002-05-07,51.84,56.2,,23.81,87.67,,,59.52,48.5,,42.38,39.1,15.78,40.4,76.28,17.56,,28.13,,26.18,38.6,28.48,22.32,,23.95,54.03,21.86,40.3,16.9
2002-05-08,52.72,57.74,,24.8,89.05,,,60.63,49.7,,43.46,40.01,16.38,42.0,77.68,17.59,,28.66,,27.38,39.76,29.1,22.58,,24.94,56.35,22.45,40.1,17.75
2002-05-09,52.19,57.0,,24.5,88.27,,,60.48,48.99,,42.71,39.36,16.36,41.1,77.1,17.11,,28.47,,26.62,39.2,28.97,21.8,,23.99,54.78,22.55,41.6,17.5
2002-05-10,53.0,56.7,,24.48,87.95,,,60.02,48.26,,42.75,38.96,16.41,42.21,78.43,16.59,,28.34,,26.53,39.09,29.05,21.65,,24.09,55.5,22.95,42.31,16.49
2002-05-13,53.97,57.28,,24.74,90.1,,,60.96,49.3,,43.64,40.01,16.98,42.45,80.79,16.7,,28.84,,27.32,39.9,29.62,22.0,,24.6,56.54,23.0,42.51,15.55
2002-05-14,54.26,57.49,,24.7,89.9,,,60.98,50.26,,43.7,40.58,16.82,42.17,81.44,16.97,,28.93,,27.26,40.12,29.63,22.59,,24.75,55.39,23.6,42.57,16.37
2002-05-15,52.8,56.39,,24.1,88.05,,,60.25,49.09,,42.61,39.71,16.75,40.85,81.38,17.09,,28.2,,25.67,38.9,29.57,22.39,,24.35,55.14,23.35,41.8,15.51
2002-05-16,53.16,57.0,,24.29,89.0,,,60.94,49.91,,43.29,40.27,16.76,41.03,83.26,17.03,,28.58,,25.85,39.29,30.0,22.4,,24.58,55.55,23.5,40.99,15.71
2002-05-17,52.79,55.85,,23.55,89.15,,,60.49,49.69,,42.4,40.2,17.03,39.49,83.3,17.0,,28.42,,24.87,38.4,29.9,22.45,,24.41,55.0,22.85,40.49,15.29
2002-05-20,52.76,55.62,,23.55,88.75,,,60.14,49.87,,42.7,39.59,17.24,39.36,82.62,16.91,,28.2,,24.72,38.21,29.75,21.91,,24.49,54.92,21.75,40.59,16.0
2002-05-21,52.72,56.4,,23.5,87.83,,,59.88,48.89,,42.51,39.77,17.43,38.62,83.29,16.82,,28.37,,24.55,38.19,29.61,21.73,,24.38,52.61,21.44,41.25,16.0
2002-05-22,52.87,56.66,,23.51,89.02,,,60.52,49.6,,43.01,40.43,18.0,39.09,84.21,16.35,,28.6,,25.3,38.64,30.14,21.49,,24.06,53.0,21.94,42.0,17.71
2002-05-23,52.73,57.2,,24.08,89.6,,,60.47,50.4,,43.14,40.9,19.4,38.97,84.11,15.7,,28.67,,25.05,38.91,30.67,22.11,,24.8,52.83,22.31,41.77,17.66
2002-05-24,52.16,56.52,,23.8,89.1,,,59.27,50.42,,42.15,40.23,19.1,38.92,83.15,15.1,,28.37,,24.76,38.62,30.38,22.02,,24.6,51.85,22.25,41.05,17.42
2002-05-28,51.72,55.68,,23.7,88.08,,,58.93,50.55,,41.82,39.84,19.35,38.5,83.17,14.66,,28.13,,25.0,38.27,30.21,21.79,,24.16,52.25,22.24,39.74,17.11
2002-05-29,50.95,54.66,,23.45,87.9,,,58.5,50.2,,41.84,40.3,18.72,38.27,82.87,14.95,,28.0,,25.07,38.09,30.16,21.49,,24.1,52.45,22.36,38.42,15.47
2002-05-30,50.52,53.98,,22.8,86.8,,,57.0,50.65,,40.71,39.35,18.49,36.97,82.07,15.02,,27.22,,24.99,37.3,29.77,21.05,,23.6,51.93,22.61,39.29,14.0
2002-05-31,50.75,55.68,,22.95,87.25,,,57.55,52.25,,41.0,39.93,18.55,38.2,82.25,14.96,,27.42,,25.54,38.16,29.86,20.77,,24.13,51.64,22.45,39.5,14.2
2002-06-03,49.75,53.94,,22.4,86.52,,,56.47,50.9,,40.11,39.08,18.33,36.37,80.95,15.0,,26.93,,24.07,36.98,29.56,20.09,,23.52,50.2,22.01,38.14,10.95
2002-06-04,49.88,54.4,,22.47,86.8,,,55.97,51.5,,39.82,39.23,17.92,36.14,80.48,15.03,,26.74,,24.15,36.98,29.65,20.78,,23.2,50.05,22.4,38.55,11.21
2002-06-05,49.62,53.76,,22.05,87.15,,,56.14,50.01,,39.56,39.56,17.78,34.9,80.13,15.0,,26.6,,23.45,36.4,29.78,20.91,,22.78,49.0,22.09,38.03,9.12
2002-06-06,48.51,54.0,,21.14,85.96,,,55.93,49.66,,39.26,39.15,17.62,35.63,79.51,14.9,,26.22,,23.23,36.24,29.66,20.33,,22.92,48.87,22.25,36.64,8.93
2002-06-07,48.89,55.1,,21.59,87.25,,,56.59,49.8,,39.79,39.42,17.68,36.19,79.45,15.0,,26.4,,24.09,36.56,29.5,20.78,,23.1,49.35,21.5,37.0,8.7
2002-06-10,47.93,53.96,,21.39,86.35,,,55.84,48.0,,38.43,39.13,17.08,35.54,78.09,15.12,,25.94,,23.11,35.52,29.06,20.72,,22.7,48.25,21.45,36.81,8.59
2002-06-11,46.93,52.85,,21.01,86.4,,,55.53,47.13,,37.77,39.03,16.49,34.15,77.3,15.24,,25.71,,22.48,35.02,28.82,20.24,,22.49,46.87,20.5,36.18,7.5
2002-06-12,46.86,53.33,,21.5,86.75,,,55.69,47.1,,37.85,39.7,17.0,34.77,77.95,15.29,,25.9,,22.85,35.34,29.06,20.88,,22.9,48.2,21.12,36.77,7.43
2002-06-13,48.0,54.52,,21.05,86.9,,,55.75,47.34,,38.05,39.36,17.1,35.5,78.05,15.0,,26.21,,23.56,35.63,29.62,20.49,,23.06,48.3,21.17,37.38,7.75
2002-06-14,49.17,54.83,,21.3,86.77,,,55.58,47.55,,38.33,39.15,16.8,35.25,77.77,15.0,,26.41,,23.87,35.66,29.68,20.72,,23.34,48.51,21.46,37.36,7.35
2002-06-17,49.94,56.49,,22.0,88.7,,,57.39,48.82,,39.21,40.03,17.08,36.78,79.81,15.04,,27.08,,24.01,36.74,30.27,21.6,,24.35,49.85,21.41,38.77,7.55
2002-06-18,50.3,55.93,,22.28,88.43,,,57.41,48.58,,39.15,39.93,16.95,36.54,79.23,15.38,,26.87,,23.46,36.36,30.22,21.64,,24.19,48.85,21.51,39.43,7.65
2002-06-19,49.3,55.39,,22.03,86.6,,,56.86,48.76,,39.04,39.37,16.77,35.91,78.07,15.25,,26.81,,23.13,35.89,29.82,20.8,,24.6,48.47,21.25,39.07,7.54
2002-06-20,49.08,55.98,,21.9,87.33,,,57.02,48.0,,38.98,39.74,16.55,35.95,79.75,15.55,,26.55,,22.81,35.87,30.16,21.24,,24.61,49.66,21.0,39.0,7.35
2002-06-21,48.3,55.15,,21.85,87.65,,,56.55,48.4,,38.78,39.25,16.25,35.5,78.51,15.54,,26.33,,22.17,35.61,29.77,21.01,,24.85,49.08,20.42,38.43,7.13
2002-06-24,48.95,56.15,,21.98,87.23,,,56.5,48.7,,39.1,40.0,16.24,36.16,78.77,15.92,,26.5,,22.49,35.98,29.7,20.61,,24.85,49.4,20.6,37.75,6.53
2002-06-25,49.3,56.99,,22.0,86.0,,,56.35,49.07,,39.12,39.6,16.08,35.9,79.55,16.45,,26.31,,22.42,36.0,29.89,20.86,,25.22,48.66,20.53,38.12,5.94
2002-06-26,48.93,57.13,,22.09,86.25,,,57.38,49.1,,39.32,39.45,15.52,35.89,79.29,16.42,,26.38,,21.79,35.83,29.86,21.07,,25.22,48.69,20.42,37.69,5.75
2002-06-27,48.95,57.19,,22.02,87.63,,,57.88,49.2,,39.17,40.25,15.75,35.54,80.75,16.54,,26.6,,21.16,35.83,29.69,21.44,,25.0,47.84,20.0,36.75,5.47
2002-06-28,49.3,57.48,,22.85,88.5,,,58.88,49.28,,39.7,40.92,15.94,35.72,82.5,16.75,,27.12,,21.05,36.05,29.99,21.95,,26.05,46.5,20.76,37.42,5.99
2002-07-01,48.88,57.1,,22.1,88.6,,,59.0,49.29,,38.7,40.65,15.16,34.86,82.52,16.7,,26.65,,20.95,35.71,29.71,21.65,,25.3,46.56,20.33,38.0,5.66
2002-07-02,47.59,56.67,,21.65,87.8,,,57.54,47.71,,37.67,40.16,14.5,34.25,80.36,16.15,,26.11,,20.32,34.76,29.06,20.85,,24.29,45.6,18.92,37.01,4.99
2002-07-03,47.8,56.74,,21.6,86.7,,,57.42,46.85,,37.81,39.91,14.4,34.63,79.84,16.0,,26.02,,20.32,34.56,28.85,20.54,,23.87,46.0,19.6,36.08,5.36
2002-07-05,49.22,57.75,,21.91,87.9,,,58.5,48.85,,38.49,40.52,14.98,35.75,81.75,16.34,,26.56,,21.07,35.5,29.37,20.95,,24.7,46.72,19.9,36.85,5.45
2002-07-08,47.79,56.81,,21.5,88.08,,,59.17,47.7,,37.4,40.36,14.33,33.96,80.85,16.22,,26.54,,20.24,34.5,29.02,20.38,,23.75,45.06,19.45,36.0,5.4
2002-07-09,47.16,55.28,,21.55,86.95,,,58.16,47.25,,36.99,39.8,14.12,34.4,79.51,16.8,,25.93,,20.05,34.27,28.5,20.2,,23.37,44.77,19.73,35.72,5.1
2002-07-10,46.55,54.38,,21.01,84.87,,,55.92,46.15,,35.96,38.23,13.55,34.17,77.14,16.95,,25.59,,19.93,33.28,27.88,19.41,,23.16,43.69,19.6,35.17,5.09
2002-07-11,45.44,53.37,,20.45,82.65,,,53.4,45.01,,35.46,37.1,13.27,33.0,75.01,16.7,,24.84,,18.7,32.37,26.92,19.13,,22.77,43.22,18.95,36.1,5.56
2002-07-12,44.68,52.74,,20.45,82.8,,,53.06,44.48,,35.22,36.53,13.52,32.32,75.33,16.7,,24.59,,18.8,31.86,26.74,18.71,,22.09,43.24,18.53,35.9,5.69
2002-07-15,44.2,52.33,,20.02,80.75,,,51.85,43.01,,35.35,35.75,13.1,31.9,75.26,16.6,,24.27,,18.24,31.62,26.32,18.49,,21.27,42.45,18.14,36.35,5.88
2002-07-16,43.68,51.29,,20.07,79.38,,,51.25,42.01,,35.15,35.2,13.05,32.99,75.15,16.41,,23.91,,18.4,31.36,25.99,18.31,,21.58,42.45,18.25,36.31,5.93
2002-07-17,44.19,51.49,,20.3,80.3,,,51.85,41.45,,35.14,35.61,12.85,32.71,75.1,16.02,,24.08,,18.48,31.46,26.43,18.38,,21.95,42.5,17.95,37.09,6.2
2002-07-18,43.61,51.18,,20.03,78.7,,,50.82,41.71,,34.88,34.75,12.71,33.31,73.89,15.71,,24.11,,18.88,30.98,25.9,17.78,,22.17,43.72,17.91,35.73,6.32
2002-07-19,41.56,49.43,,19.75,74.5,,,49.0,40.13,,33.94,32.4,11.55,32.31,69.44,16.65,,22.8,,17.86,29.86,24.9,16.35,,21.76,42.3,17.55,34.39,5.16
2002-07-22,39.29,46.67,,19.2,69.52,,,46.4,37.34,,31.63,30.27,9.97,30.9,64.99,16.12,,21.57,,16.46,27.77,23.63,16.05,,20.85,39.1,16.5,31.75,2.01
2002-07-23,38.0,46.34,,18.4,66.96,,,45.74,35.54,,30.93,30.92,9.1,29.9,64.77,16.05,,21.3,,16.11,27.51,23.46,15.21,,20.55,37.6,15.6,30.68,1.19
2002-07-24,39.85,48.62,,19.65,70.6,,,47.78,38.28,,32.8,33.93,11.2,31.27,65.6,16.65,,22.28,,17.4,28.62,24.81,16.3,,21.45,40.6,16.72,31.77,1.25
2002-07-25,40.06,49.38,,19.34,69.7,,,46.07,38.45,,31.75,33.9,12.54,31.51,63.46,16.48,,21.72,,16.95,28.48,24.65,17.2,,21.09,40.75,17.35,31.73,0.88
2002-07-26,40.6,48.99,,19.88,70.81,,,47.49,39.95,,32.42,35.09,12.98,31.24,64.05,16.5,,22.16,,16.7,29.1,24.9,17.31,,21.89,40.5,17.4,33.0,1.06
2002-07-29,43.31,52.07,,21.15,74.38,,,50.2,42.41,,34.3,36.33,13.87,33.53,67.04,16.56,,23.34,,17.38,30.95,26.26,17.95,,23.15,42.81,19.06,33.92,1.99
2002-07-30,42.86,51.25,,20.48,73.0,,,50.11,40.89,,34.33,35.67,13.6,33.14,65.53,16.47,,23.32,,17.6,30.77,26.15,18.21,,23.26,43.64,19.0,33.9,2.41
2002-07-31,43.5,51.5,,20.9,75.0,,,51.75,41.68,,34.29,36.76,13.2,33.17,68.4,16.83,,24.24,,17.28,31.09,27.09,18.5,,24.21,42.92,18.5,34.06,2.95
2002-08-01,41.9,48.8,,20.14,70.55,,,49.21,40.61,,33.25,33.65,12.56,32.01,64.08,16.44,,22.8,,16.25,29.75,25.75,17.84,,23.02,39.66,18.14,32.61,3.8
2002-08-02,41.24,48.25,,19.88,70.8,,,48.66,40.16,,33.11,33.61,11.96,30.66,64.0,16.2,,22.3,,15.86,29.63,25.45,17.8,,22.59,38.0,17.38,32.11,3.4
2002-08-05,39.13,46.37,,19.43,68.06,,,46.5,37.83,,31.94,32.5,11.5,29.83,61.44,15.9,,21.54,,15.48,28.55,24.97,17.3,,21.67,36.24,16.95,30.92,2.31
2002-08-06,40.02,48.47,,20.5,70.57,,,48.49,39.75,,33.19,33.4,12.16,31.09,63.44,16.0,,22.44,,16.15,29.44,25.7,18.43,,22.2,37.66,17.8,31.92,2.56
2002-08-07,40.84,49.2,,20.73,71.95,,,48.87,40.64,,33.66,34.3,12.18,30.99,65.21,15.8,,23.2,,15.91,29.51,26.2,19.23,,22.49,37.33,17.72,32.33,2.64
2002-08-08,41.15,51.9,,21.6,74.56,,,51.0,41.37,,34.96,36.0,13.21,32.92,67.5,16.0,,23.9,,16.98,30.5,27.3,19.4,,23.6,39.46,18.9,33.0,2.82
2002-08-09,41.89,52.85,,21.87,75.55,,,51.78,42.3,,35.51,36.1,13.78,34.63,68.93,15.6,,24.59,,18.05,31.52,27.78,18.88,,24.72,40.88,18.68,33.59,2.82
2002-08-12,41.82,53.47,,22.07,75.05,,,51.73,43.6,,36.0,35.73,13.65,35.66,69.27,15.89,,24.37,,18.52,32.05,27.61,19.3,,24.54,41.3,19.95,33.58,2.8
2002-08-13,41.03,53.0,,21.69,75.3,,,50.61,43.3,,34.49,34.84,13.37,34.95,68.0,15.39,,24.15,,17.9,31.24,27.3,18.67,,24.04,39.64,19.17,33.31,2.61
2002-08-14,41.55,54.19,,22.44,77.4,,,52.27,45.25,,34.85,36.39,14.18,35.95,70.02,16.9,,24.94,,18.22,31.67,28.18,19.78,,24.66,41.75,18.86,34.29,2.78
2002-08-15,43.0,56.3,,22.6,77.85,,,52.41,47.47,,35.75,37.14,15.12,37.67,71.82,17.09,,25.49,,19.5,32.85,28.76,19.83,,25.65,43.8,19.91,34.83,2.62
2002-08-16,42.99,56.32,,22.9,76.92,,,51.83,47.16,,35.1,36.85,14.85,37.05,71.13,17.1,,25.4,,18.96,32.69,28.87,19.9,,25.75,43.0,19.83,34.96,2.53
2002-08-19,43.85,56.68,,22.7,76.87,,,52.29,46.5,,35.25,37.16,14.87,37.45,71.55,17.0,,24.96,,19.2,32.86,29.15,20.0,,25.8,42.54,20.3,34.79,2.8
2002-08-20,42.8,54.98,,22.4,75.35,,,51.43,46.18,,34.48,36.18,14.09,36.35,70.5,17.25,,24.03,,18.45,32.17,28.23,20.27,,25.11,41.51,19.42,34.37,2.82
2002-08-21,43.4,55.3,,22.49,76.85,,,51.87,46.2,,34.76,36.44,14.23,36.53,70.75,17.25,,24.29,,18.61,32.59,28.79,20.76,,25.45,41.12,19.87,35.15,3.61
2002-08-22,44.32,56.35,,23.01,78.72,,,52.79,47.5,,35.67,37.03,15.0,37.82,72.06,17.45,,24.85,,19.56,33.23,29.39,20.81,,25.45,44.0,20.1,36.95,3.77
2002-08-23,44.01,56.38,,23.1,78.43,,,51.81,47.01,,35.08,36.15,14.68,37.08,72.07,17.17,,24.45,,19.01,32.91,29.26,20.0,,25.17,43.54,19.11,35.54,3.56
2002-08-26,44.77,56.72,,23.4,79.07,,,51.99,47.3,,35.52,36.67,14.99,37.7,73.21,17.35,,24.7,,19.36,33.56,29.58,19.69,,25.19,45.19,19.8,36.27,3.74
2002-08-27,45.0,57.04,,23.68,78.1,,,51.85,48.55,,35.9,36.9,15.3,36.62,74.07,17.4,,25.05,,18.76,33.82,29.69,19.66,,25.12,44.13,18.9,35.78,3.75
2002-08-28,43.94,55.38,,22.61,77.0,,,51.5,47.04,,34.99,35.62,14.95,36.1,72.45,16.65,,24.74,,18.48,33.02,29.01,19.31,,24.38,43.3,17.97,33.85,3.39
2002-08-29,43.72,54.75,,22.63,76.07,,,51.55,46.05,,34.26,35.39,14.75,35.68,72.1,17.0,,24.5,,18.7,32.98,29.19,18.99,,24.61,42.9,18.15,32.5,3.15
2002-08-30,44.64,55.06,,22.25,76.63,,,52.58,47.0,,34.84,35.45,15.2,36.46,73.1,17.15,,24.75,,18.92,33.35,29.7,19.34,,24.89,43.21,18.36,32.47,3.22
2002-09-03,43.55,53.35,,21.91,72.4,,,52.7,45.65,,33.55,33.62,13.8,34.35,70.41,16.8,,23.99,,17.77,31.91,28.84,18.44,,23.88,40.33,17.38,31.19,2.88
2002-09-04,43.39,53.69,,22.14,73.48,,,51.7,46.02,,33.7,33.82,13.81,34.49,70.57,17.3,,24.27,,17.76,31.57,28.77,19.0,,24.41,41.21,17.54,31.16,3.13
2002-09-05,43.72,54.55,,21.5,73.19,,,51.6,46.24,,34.05,33.77,13.68,32.94,70.69,17.2,,24.33,,17.6,31.52,29.11,18.39,,24.83,40.63,17.36,31.38,3.23
2002-09-06,44.52,55.81,,22.27,74.7,,,51.33,47.0,,34.7,34.31,13.84,33.62,71.51,17.5,,24.65,,18.25,32.1,29.29,19.25,,25.15,42.24,18.07,31.99,3.0
2002-09-09,45.0,55.63,,22.1,74.0,,,51.26,46.98,,34.55,34.0,13.83,33.87,71.55,17.47,,24.97,,18.47,31.93,29.16,19.24,,25.24,42.6,18.27,31.29,3.12
2002-09-10,45.18,56.59,,22.35,75.37,,,52.11,48.2,,35.35,34.79,14.31,34.71,71.5,17.43,,25.33,,19.25,32.55,29.23,19.16,,25.85,43.64,18.92,32.64,2.96
2002-09-11,45.1,56.63,,22.23,74.38,,,52.46,48.69,,35.62,34.6,14.35,34.81,70.94,17.45,,25.38,,19.44,32.39,29.69,19.7,,25.88,43.47,19.0,32.23,2.99
2002-09-12,44.06,56.1,,21.6,73.12,,,52.14,47.86,,35.07,33.59,14.0,33.74,69.37,17.36,,24.49,,18.58,31.8,29.18,18.91,,25.0,41.9,18.37,31.1,2.87
2002-09-13,44.9,57.29,,22.1,73.19,,,51.95,48.41,,35.22,34.08,14.13,34.32,70.12,17.5,,24.63,,18.92,32.3,29.12,19.5,,25.51,42.62,18.46,30.84,2.8
2002-09-16,45.01,58.33,,22.15,74.0,,,51.88,48.85,,35.66,34.4,14.6,35.1,70.43,17.4,,24.72,,18.97,32.52,29.0,19.26,,24.5,42.6,18.52,31.2,2.6
2002-09-17,43.41,56.3,,22.0,71.37,,,49.95,47.68,,34.79,33.07,14.15,33.8,68.02,17.3,,23.8,,18.08,31.83,28.36,18.59,,23.3,41.58,18.0,30.27,2.41
2002-09-18,43.38,56.57,,22.05,71.24,,,50.33,47.99,,35.23,33.2,13.98,34.03,67.81,17.85,,23.67,,18.35,31.98,28.33,18.69,,23.57,41.31,18.03,30.46,2.27
2002-09-19,43.05,56.13,,21.1,69.93,,,49.84,47.51,,34.22,32.36,13.2,33.12,65.89,17.31,,23.12,,17.7,31.46,28.0,18.26,,23.47,39.36,17.88,29.33,2.3
2002-09-20,42.67,56.4,,20.75,70.55,,,48.8,47.0,,34.02,32.87,12.98,32.4,66.35,17.35,,23.26,,17.85,31.36,28.12,18.31,,23.1,39.25,17.5,29.05,2.34
2002-09-23,42.7,56.71,,20.81,69.69,,,48.45,46.39,,34.18,32.72,13.2,32.24,66.09,17.1,,22.92,,17.88,31.58,27.98,18.24,,23.48,39.27,17.43,28.58,1.99
2002-09-24,41.77,55.39,,20.0,68.7,,,47.27,44.41,,33.12,31.95,12.38,31.78,64.47,16.93,,22.21,,17.33,31.75,27.69,17.98,,23.83,38.1,17.01,27.08,1.76
2002-09-25,42.9,57.17,,20.47,70.17,16.1,,48.04,44.9,,34.55,32.61,13.0,32.19,65.9,17.0,,22.22,,18.52,32.79,27.95,18.62,,24.37,38.79,18.25,28.26,2.07
2002-09-26,45.16,59.0,,21.12,73.2,16.4,,49.18,46.55,,35.57,34.15,13.5,33.95,68.41,16.96,,23.07,,19.54,34.08,28.55,19.1,,24.94,41.0,17.87,29.13,2.21
2002-09-27,44.99,58.71,,21.23,70.97,16.1,,47.72,47.52,,35.68,32.82,13.19,34.24,67.93,16.8,,22.9,,19.05,33.9,28.71,18.6,,24.66,39.82,16.82,28.0,2.06
2002-09-30,44.54,59.45,,21.5,69.25,17.25,,46.24,48.25,,35.96,31.9,12.91,34.23,67.88,16.98,,22.68,,19.38,33.97,28.38,18.9,,24.25,38.46,16.76,26.47,2.26
2002-10-01,45.68,59.34,,22.21,72.11,16.78,,48.11,48.7,,36.1,33.92,14.05,26.06,69.35,17.49,,23.05,,19.97,34.5,28.8,19.25,,25.45,40.42,17.07,26.83,2.29
2002-10-02,45.96,58.63,,21.79,71.6,15.7,,47.3,49.1,,36.49,32.65,13.98,26.23,68.64,16.75,,22.6,,20.28,34.44,28.97,18.55,,26.25,39.21,17.62,27.37,2.14
2002-10-03,46.24,57.56,,21.88,72.34,16.1,,48.62,49.2,,35.78,33.18,14.6,26.61,69.0,16.99,,22.65,,19.85,34.85,29.5,18.92,,26.44,39.05,17.68,25.4,2.13
2002-10-04,45.74,56.99,,21.52,70.9,15.68,,46.95,48.74,,34.97,33.06,14.3,25.88,67.05,16.34,,22.09,,19.41,34.52,29.24,18.16,,25.9,37.17,17.58,23.87,1.91
2002-10-07,44.78,56.06,,20.66,70.5,15.0,,45.95,47.61,,34.6,33.19,14.0,24.8,65.72,16.22,,21.6,,19.11,33.98,28.72,17.95,,25.31,36.88,17.09,23.95,1.8
2002-10-08,45.72,55.51,,20.65,69.6,14.04,,46.46,47.5,,34.15,32.7,13.43,25.09,64.6,15.6,,21.22,,18.87,33.0,28.76,18.12,,25.04,36.21,16.97,24.46,1.67
2002-10-09,44.36,54.09,,20.22,68.45,14.0,,44.66,45.26,,33.31,32.83,12.78,24.29,62.35,15.1,,20.43,,18.4,32.18,28.3,17.42,,25.22,34.27,16.7,23.46,1.48
2002-10-10,45.0,53.86,,20.57,71.3,13.49,,45.47,45.8,,33.33,33.79,13.66,25.05,64.88,15.0,,20.74,,18.65,32.67,28.26,18.05,,25.25,35.07,17.03,25.42,1.54
2002-10-11,45.03,53.9,,20.9,71.98,13.6,,45.75,46.6,,33.98,34.54,14.07,24.9,63.52,15.15,,21.12,,19.55,32.81,28.4,18.26,,25.16,36.67,17.78,26.59,1.73
2002-10-14,46.06,55.25,,22.03,72.65,14.17,,47.34,49.09,,35.78,34.93,14.75,26.3,65.5,15.08,,21.68,,20.73,34.0,29.19,18.34,,25.98,37.58,18.3,27.46,1.87
2002-10-15,46.81,57.54,,22.69,74.33,14.95,,48.25,50.1,,36.87,36.3,15.0,27.56,67.61,16.33,,22.24,,22.23,34.79,30.21,19.09,,26.49,39.09,18.94,29.08,1.85
