,APC,APA,BHGE,COG,CVX,XEC,CXO,COP,DVN,FANG,EOG,XOM,HAL,HP,HES,HFC,KMI,MRO,MPC,NOV,NBL,OXY,OKE,PSX,PXD,SLB,FTI,VLO,WMB
2018-03-09,58.03,35.32,30.24,25.52,117.22,92.89,153.29,55.06,32.72,128.94,102.8,74.56,46.99,66.89,48.46,46.52,16.33,15.22,70.22,37.72,31.08,63.67,57.31,95.91,171.53,68.78,30.78,94.32,28.0
2018-03-12,58.98,35.41,30.79,25.52,116.79,95.38,153.48,54.74,32.82,127.41,100.65,75.24,46.92,65.81,48.65,45.99,16.55,15.09,69.27,37.6,30.88,63.89,57.59,94.99,171.19,68.09,31.1,92.69,28.26
2018-03-13,58.55,35.46,30.35,25.64,116.46,92.56,150.5,53.96,32.79,127.15,100.05,74.53,46.1,64.63,48.4,46.14,16.5,14.82,69.24,37.31,30.18,64.2,57.76,94.55,169.56,67.14,30.34,93.49,28.02
2018-03-14,58.92,35.65,30.6,25.57,115.13,93.54,150.21,53.96,32.62,125.81,99.89,73.6,46.24,64.61,48.57,46.27,16.42,14.87,69.36,37.39,29.7,64.04,57.16,94.21,169.04,66.43,30.13,92.66,28.14
2018-03-15,57.91,35.34,29.89,25.05,115.58,92.14,148.26,54.03,31.71,124.6,98.65,74.42,45.29,62.64,48.86,45.59,16.31,14.91,68.63,36.26,29.33,63.91,56.64,94.46,166.57,65.35,29.18,92.33,26.69
2018-03-16,58.53,36.14,30.92,24.99,115.4,92.48,148.49,54.93,31.96,125.51,100.45,75.12,45.91,64.56,48.98,46.51,16.41,15.12,69.68,36.89,29.4,64.45,57.81,95.79,169.34,66.1,29.82,93.79,27.21
2018-03-19,57.02,35.57,30.57,24.41,113.89,91.65,146.34,53.57,31.16,122.63,98.47,74.15,44.68,64.68,46.96,46.26,16.0,14.85,69.21,36.37,28.78,63.65,56.47,94.4,166.24,64.7,29.32,92.94,26.2
2018-03-20,58.48,36.27,29.85,24.07,114.5,91.62,148.64,54.7,31.55,125.54,101.33,73.99,45.49,65.31,48.39,48.01,15.61,15.26,71.46,36.79,29.25,63.91,57.64,95.1,169.86,65.56,29.7,94.47,26.2
2018-03-21,61.5,38.1,30.96,24.39,117.04,94.67,153.16,57.04,32.92,130.18,104.78,75.04,47.11,68.88,50.69,49.03,15.91,16.32,73.21,38.04,30.99,66.04,58.46,96.15,175.37,67.74,30.51,95.45,27.0
2018-03-22,60.66,37.28,29.78,23.96,113.7,94.25,153.02,56.5,32.29,127.78,104.29,73.5,46.38,66.35,50.1,48.18,15.36,15.84,72.97,37.18,30.55,65.18,57.33,94.7,172.34,65.52,29.38,93.04,26.48
2018-03-23,61.56,37.01,29.2,23.51,112.98,93.21,153.53,57.74,32.23,127.96,105.86,72.89,46.44,66.46,49.46,47.81,15.01,15.76,71.28,37.18,30.24,65.49,56.75,93.39,172.47,64.14,29.39,91.22,25.64
2018-03-26,62.59,37.28,29.91,23.97,115.35,94.77,157.22,59.08,32.47,133.23,107.57,74.0,47.21,67.72,50.48,49.36,15.13,16.27,73.68,37.9,30.43,67.2,57.02,96.0,175.57,64.46,29.97,94.25,25.45
2018-03-27,60.8,37.48,29.2,23.79,114.66,93.63,157.0,59.14,31.71,129.18,106.33,73.7,46.88,66.48,49.87,48.98,15.09,15.82,72.88,36.92,30.21,65.82,56.96,95.71,171.75,64.48,29.0,92.27,25.15
2018-03-28,58.9,37.35,28.07,23.72,112.1,92.75,143.25,58.73,31.2,124.67,103.82,72.81,46.05,64.58,48.73,47.56,14.81,15.32,71.82,35.93,29.36,63.15,55.63,94.33,167.52,63.21,28.69,90.28,24.78
2018-03-29,60.41,38.48,27.77,23.98,114.04,93.5,150.33,59.29,31.79,126.52,105.27,74.61,46.94,66.56,50.62,48.86,15.06,16.13,73.11,36.81,30.3,64.96,56.92,95.92,171.78,64.78,29.45,92.77,24.86
2018-04-02,58.17,37.9,27.77,23.15,112.24,89.81,140.42,58.09,30.35,122.26,102.93,73.22,46.09,64.59,48.5,48.3,14.9,15.57,71.8,35.88,29.11,64.67,56.14,94.95,166.91,63.48,28.81,91.56,24.53
2018-04-03,59.2,38.0,28.92,23.54,114.83,91.43,141.59,60.03,31.37,123.44,105.07,75.02,46.8,66.42,50.45,49.69,15.01,16.0,72.6,36.66,29.81,66.63,56.6,96.18,169.46,64.79,29.29,92.7,24.45
2018-04-04,59.08,38.19,29.96,23.71,114.48,91.6,141.18,59.56,31.32,122.58,104.17,74.87,46.78,66.29,51.01,50.9,15.16,15.89,72.57,36.56,29.71,66.62,56.52,95.99,169.28,64.81,28.85,93.35,24.46
2018-04-05,60.11,38.75,29.71,23.94,117.29,93.95,139.65,60.46,32.29,124.41,104.38,76.02,47.68,67.43,52.54,52.49,15.5,16.8,73.41,37.23,30.33,67.77,57.44,97.77,172.43,65.77,29.84,95.86,24.8
2018-04-06,58.86,38.34,29.58,23.17,114.76,90.46,133.63,59.26,31.45,116.62,101.93,74.87,47.0,65.45,51.09,52.26,15.17,16.24,72.45,36.99,29.26,67.53,56.69,96.97,168.13,64.36,28.85,95.18,24.38
2018-04-09,59.83,38.45,29.4,22.95,115.98,90.44,133.38,60.62,31.47,113.29,103.38,74.87,46.56,65.9,51.6,52.91,15.1,16.35,71.67,36.25,29.72,68.93,56.75,97.74,169.35,64.26,28.43,96.01,24.38
2018-04-10,61.81,39.28,30.89,23.55,118.85,94.12,140.44,62.34,33.6,117.38,107.66,77.07,48.82,69.61,53.69,53.96,15.61,17.06,73.7,38.08,31.14,70.51,58.31,100.25,178.32,66.71,30.43,98.89,25.07
2018-04-11,63.2,39.64,31.22,23.5,119.25,94.93,146.77,63.23,33.74,116.54,109.4,77.43,49.59,71.51,54.93,54.57,15.35,17.52,74.02,39.43,31.43,71.68,58.62,102.55,181.78,67.55,31.36,100.31,25.35
2018-04-12,62.75,39.38,32.13,23.56,119.23,93.54,146.32,63.24,32.83,116.34,109.98,77.22,50.21,72.51,55.0,54.19,15.34,17.63,74.25,40.64,31.5,71.78,58.32,102.63,182.61,67.56,32.34,100.53,25.08
2018-04-13,63.03,40.62,32.57,23.67,119.92,93.98,151.02,64.9,33.6,118.7,111.02,77.84,50.78,73.05,56.32,55.71,15.33,18.16,74.59,40.92,32.1,73.63,58.51,103.74,188.32,67.95,32.38,101.83,25.15
2018-04-16,63.46,40.79,32.84,23.96,120.7,96.72,153.37,65.73,33.62,119.04,111.02,78.54,50.76,72.19,56.24,57.17,15.68,18.19,77.52,37.98,32.0,74.91,59.75,106.82,191.13,68.52,32.36,105.49,25.59
2018-04-17,64.06,41.35,32.81,23.84,121.46,96.32,153.47,66.51,33.69,122.3,111.15,78.33,50.89,72.38,56.33,57.76,16.02,18.15,78.55,37.59,32.33,75.22,59.67,107.86,193.18,68.66,32.5,106.69,25.73
2018-04-18,66.35,42.84,33.76,24.04,123.82,100.97,156.83,66.42,36.1,127.1,112.85,79.22,52.09,73.6,57.92,58.03,16.17,18.23,78.78,38.32,33.62,75.92,59.83,108.89,194.45,70.34,33.23,107.54,25.77
2018-04-19,66.08,42.03,33.71,23.56,123.71,100.44,157.45,66.31,35.69,128.88,114.04,79.42,52.01,73.0,58.2,58.24,16.54,17.99,79.4,38.58,33.83,75.99,59.74,110.64,195.47,70.28,33.33,108.2,25.55
2018-04-20,66.49,41.45,33.99,23.08,122.31,100.61,156.36,65.79,35.4,128.4,113.97,79.0,51.96,72.33,57.81,58.26,16.47,18.02,79.76,38.25,33.77,76.47,59.54,110.99,194.95,69.23,32.88,108.55,25.51
2018-04-23,66.78,41.53,34.95,23.32,123.58,102.39,157.16,65.48,35.43,128.24,114.84,79.57,52.05,72.41,58.54,59.08,16.44,17.98,79.85,38.38,33.82,77.24,59.96,111.45,197.35,68.91,33.5,109.26,25.85
2018-04-24,66.09,40.64,34.63,23.26,122.54,100.59,151.71,65.31,34.48,125.73,114.59,78.35,51.37,71.58,57.65,60.39,16.27,17.71,79.78,37.97,33.27,77.34,59.39,109.23,196.06,68.28,33.39,108.29,25.55
2018-04-25,66.83,41.0,35.11,23.17,122.72,101.39,154.6,65.06,35.2,125.75,115.4,79.5,51.75,72.13,59.34,59.63,16.26,17.97,80.23,38.28,33.86,77.36,59.6,109.79,198.9,69.1,33.56,108.68,25.62
2018-04-26,67.5,40.88,35.98,23.47,124.22,101.85,155.12,66.97,35.78,126.87,117.62,80.86,52.6,71.67,58.44,62.11,16.22,18.46,82.93,38.63,34.07,77.6,60.13,112.52,200.73,69.47,33.57,111.54,25.58
2018-04-27,67.05,40.18,36.0,23.62,126.62,100.23,154.59,64.95,35.75,125.85,116.79,77.79,52.83,70.37,56.63,60.44,15.95,18.11,81.43,38.86,33.7,77.04,59.88,111.34,199.29,69.08,33.33,109.78,25.56
2018-04-30,67.32,40.95,36.11,23.91,125.11,100.59,157.21,65.5,36.33,128.45,118.17,77.75,52.99,69.55,56.99,60.69,15.82,18.25,74.91,38.67,33.83,77.26,60.22,111.31,201.55,68.56,32.96,110.93,25.73
2018-05-01,66.52,40.45,35.64,23.97,124.86,99.84,157.03,65.71,36.2,128.1,117.56,76.95,52.44,68.9,57.65,60.46,16.02,18.2,72.9,38.51,33.07,76.58,60.49,111.85,198.86,68.4,32.77,110.72,25.96
2018-05-02,65.57,41.06,35.6,23.81,125.49,98.51,157.66,65.45,38.23,128.92,116.65,76.8,52.64,68.93,57.61,64.48,16.16,18.3,75.84,38.42,33.07,76.83,62.57,114.52,196.33,68.66,33.12,112.25,26.15
2018-05-03,66.03,38.54,35.6,23.08,126.01,96.33,152.0,65.99,37.2,126.51,116.01,76.54,52.31,69.14,57.79,65.63,15.82,19.44,77.46,38.38,32.47,77.29,62.84,115.59,192.14,67.72,32.76,113.37,26.1
2018-05-04,66.58,39.49,36.0,23.43,125.53,97.31,152.75,66.86,37.87,127.3,114.66,76.9,52.19,69.9,58.71,66.05,16.11,19.72,76.94,38.5,32.73,77.71,63.45,115.61,194.19,68.79,33.24,113.39,26.19
2018-05-07,66.0,39.47,35.63,23.02,124.94,97.3,155.27,66.77,37.89,130.24,113.89,77.74,52.03,68.67,59.22,65.6,16.21,19.77,76.5,38.6,32.87,77.28,64.07,115.41,195.8,69.21,32.8,113.67,26.27
2018-05-08,67.04,40.12,36.03,23.34,126.57,100.06,158.32,67.74,39.02,134.72,115.29,78.09,51.87,68.48,60.91,67.1,16.07,20.44,75.31,39.12,33.44,78.2,63.94,116.25,197.65,69.54,32.7,113.19,26.12
2018-05-09,67.44,41.25,36.37,23.1,128.72,97.73,159.47,68.7,40.22,136.52,117.79,79.93,52.7,68.12,62.35,67.97,16.45,21.26,77.11,40.37,34.9,82.4,64.71,117.5,201.52,70.88,33.51,114.82,26.52
2018-05-10,68.39,41.64,36.18,22.96,128.82,97.82,156.01,69.34,40.89,129.79,118.95,81.72,52.71,69.02,63.3,67.45,16.5,21.14,77.54,40.61,35.25,83.86,65.3,117.96,203.19,71.12,31.65,114.49,26.69
2018-05-11,68.31,41.41,35.76,22.67,129.84,98.54,152.7,69.44,40.95,123.82,117.41,81.28,52.28,68.85,62.72,67.62,16.51,21.0,77.33,40.65,34.86,84.97,65.82,117.76,202.17,71.08,32.01,114.63,27.14
2018-05-14,69.2,42.31,35.68,23.27,130.39,96.92,150.55,69.59,41.32,124.24,118.68,81.83,52.5,69.68,63.13,69.04,16.64,21.42,78.34,41.06,35.24,84.89,66.59,118.29,201.62,71.6,31.74,115.87,27.25
2018-05-15,69.69,42.52,36.07,23.2,129.74,98.41,149.65,70.09,41.28,128.53,120.23,81.79,52.72,71.46,63.46,68.9,16.44,21.27,77.29,41.39,35.31,84.27,66.67,118.32,203.05,71.6,31.97,115.9,27.26
2018-05-16,70.32,42.66,36.85,23.28,129.56,98.99,149.33,69.85,41.4,132.13,121.5,82.02,52.97,72.74,63.61,68.96,16.4,21.18,76.73,42.17,35.56,84.26,66.65,118.16,206.08,73.11,33.18,114.99,27.37
2018-05-17,71.14,44.01,36.64,23.35,129.46,99.39,154.92,70.66,42.36,136.26,126.15,81.88,54.37,73.31,65.17,72.43,16.3,21.65,80.71,42.93,36.25,86.16,66.52,121.87,212.31,74.43,33.95,119.71,28.01
2018-05-18,70.57,43.91,35.87,23.28,127.86,98.3,153.49,69.55,41.96,134.58,125.79,81.3,54.32,71.99,64.66,72.96,16.07,21.41,79.53,43.42,36.23,85.42,66.27,120.33,209.64,74.29,34.19,120.56,27.8
2018-05-21,71.71,44.28,36.29,23.41,129.37,98.99,153.9,70.66,42.33,136.76,127.45,82.28,54.4,72.61,65.27,75.14,15.98,21.9,78.85,44.11,36.93,85.79,66.49,121.44,209.84,75.03,34.01,122.06,27.62
2018-05-22,70.52,43.13,36.4,22.79,128.23,99.35,147.44,70.13,41.8,132.23,123.76,81.64,53.24,70.72,63.82,72.94,15.94,21.54,78.49,43.69,36.8,84.95,66.06,118.75,202.68,73.73,33.19,120.15,27.73
2018-05-23,70.33,42.57,36.04,22.78,128.7,95.64,143.65,69.12,42.19,129.64,122.98,82.15,52.92,70.99,63.12,73.67,16.19,21.63,78.87,42.9,36.85,85.33,66.73,118.95,199.5,73.45,32.57,121.05,27.69
2018-05-24,69.06,41.26,35.67,22.38,126.61,94.95,142.24,68.45,41.69,124.99,119.98,80.27,52.27,69.83,62.4,75.55,15.88,21.47,79.11,42.31,36.57,83.86,66.38,118.82,193.23,71.22,31.86,121.88,27.19
2018-05-25,67.59,39.28,34.7,22.5,122.19,92.08,139.57,65.47,40.58,120.35,117.76,78.71,50.19,66.56,59.16,72.69,15.89,20.71,77.0,41.26,35.34,82.4,65.89,115.6,190.64,68.6,31.23,118.73,26.99
2018-05-29,67.3,39.0,34.87,21.95,121.39,90.97,137.21,65.71,40.89,121.0,116.21,78.42,49.76,66.32,59.43,74.85,16.04,20.68,77.61,41.31,35.32,81.83,66.3,116.81,190.88,68.07,30.71,119.47,26.66
2018-05-30,70.49,40.71,35.69,22.69,125.16,94.86,141.16,68.05,41.93,122.8,119.76,81.5,50.41,67.26,60.96,77.59,16.56,21.53,79.55,41.87,36.49,84.07,68.23,119.18,196.62,69.48,31.92,122.21,27.19
2018-05-31,69.8,40.0,34.59,22.85,124.3,92.92,137.31,67.39,41.57,120.76,117.81,81.24,49.74,66.38,60.42,77.18,16.68,21.43,79.03,41.42,35.7,84.2,68.16,116.49,193.1,68.67,31.15,121.2,26.86
2018-06-01,71.05,38.97,34.93,23.03,123.85,88.09,129.21,68.29,41.4,115.5,118.35,81.83,49.08,64.97,61.8,81.65,16.9,21.52,81.92,41.85,35.65,85.1,68.51,119.0,191.91,68.96,31.84,123.78,26.68
2018-06-04,69.34,39.18,32.67,22.45,122.26,85.3,127.15,67.9,40.09,111.7,118.67,80.97,47.95,63.2,60.83,81.0,16.94,21.08,81.93,41.77,34.7,85.36,68.3,119.2,190.65,69.07,31.12,124.44,26.54
2018-06-05,69.23,39.25,33.61,22.57,122.73,83.99,126.38,67.56,39.32,111.55,116.58,80.68,47.87,63.66,61.08,79.03,16.84,20.58,80.33,42.05,34.46,85.51,68.57,118.83,191.16,68.46,31.28,123.33,26.5
2018-06-06,69.45,39.58,34.64,23.0,123.38,83.67,127.12,67.88,41.51,112.22,116.14,82.06,48.3,64.24,61.57,75.85,16.72,20.7,78.76,42.25,34.45,86.46,67.66,116.65,190.98,68.89,31.85,121.2,26.19
2018-06-07,71.65,41.75,34.69,23.39,126.96,85.6,130.34,69.48,41.95,114.12,117.93,82.88,48.93,66.61,62.33,76.75,17.06,21.1,79.15,42.87,34.85,86.48,68.55,117.44,195.42,69.6,33.13,121.49,26.41
2018-06-08,71.4,42.24,34.7,23.54,126.44,85.59,128.28,69.43,42.16,113.96,117.67,83.6,48.1,65.38,61.84,77.19,16.85,20.99,78.99,42.58,34.06,85.47,68.45,116.84,193.24,69.43,32.6,119.72,26.12
2018-06-11,71.68,44.6,34.15,23.54,127.56,87.25,129.63,70.49,42.27,113.83,118.01,83.1,47.86,65.61,61.8,76.28,17.15,21.47,77.77,42.16,34.33,86.15,69.02,117.02,191.54,69.87,32.83,120.57,26.75
2018-06-12,71.35,42.76,34.54,23.59,127.08,89.88,133.86,69.43,41.93,118.88,118.47,82.42,47.86,65.61,60.47,72.88,16.93,21.36,75.46,42.27,34.28,84.93,69.24,115.55,192.95,68.6,32.77,118.02,26.73
2018-06-13,71.28,43.32,34.06,23.85,127.07,88.7,131.6,69.62,42.59,118.35,118.25,81.51,47.67,65.43,60.49,73.05,16.74,21.47,74.88,42.3,34.52,84.33,68.87,115.75,192.86,67.97,32.15,117.88,26.62
2018-06-14,71.04,42.89,33.68,23.61,126.51,86.55,127.25,68.13,41.71,115.95,117.53,81.89,47.73,64.97,60.97,72.96,16.95,21.12,75.19,42.16,34.57,84.35,69.34,115.55,191.45,68.33,32.16,116.82,27.21
2018-06-15,68.49,41.61,32.57,23.5,124.04,85.06,125.74,65.36,40.25,115.58,114.18,80.66,46.6,63.21,60.04,72.3,16.77,19.99,73.56,41.48,33.84,83.33,67.78,114.3,184.2,66.83,31.04,115.18,26.67
2018-06-18,69.64,42.84,32.54,23.72,125.97,89.92,128.62,66.6,41.1,122.58,116.62,80.82,46.62,63.87,61.6,74.2,17.16,20.32,74.79,42.22,34.98,83.79,68.52,114.94,184.6,67.04,31.49,116.54,27.09
2018-06-19,69.08,43.26,32.75,23.95,125.54,93.07,130.55,66.26,41.61,127.58,117.08,80.7,46.11,64.04,61.4,74.7,17.35,20.53,74.52,42.19,34.85,82.58,68.79,114.58,180.14,65.7,31.47,116.62,27.2
2018-06-20,70.1,45.68,33.07,24.16,125.29,95.09,131.41,67.47,42.61,129.56,119.43,80.45,45.71,64.6,62.64,74.59,17.49,21.06,73.82,42.35,35.8,83.24,70.07,114.59,183.24,65.55,31.25,115.73,27.71
2018-06-21,69.46,44.36,32.32,24.16,122.59,93.77,124.47,65.11,41.15,123.73,116.6,79.69,44.92,63.14,61.71,72.0,17.16,19.92,72.48,41.69,34.96,82.09,68.78,111.45,178.02,64.79,30.76,111.22,27.69
2018-06-22,74.11,44.76,32.72,23.11,125.1,97.69,127.36,67.78,43.28,125.56,118.51,81.38,46.22,63.7,64.57,71.19,17.39,21.48,72.62,42.6,36.08,83.33,69.99,112.02,185.65,66.58,32.34,112.24,27.64
2018-06-25,71.89,43.14,32.44,23.22,122.61,95.18,125.35,66.14,41.89,121.6,116.83,79.74,45.24,61.85,62.29,67.29,17.17,20.3,69.97,41.33,34.73,81.35,68.7,110.45,182.27,65.43,31.51,109.26,26.91
2018-06-26,73.07,44.17,33.13,23.51,124.16,98.56,131.69,67.34,42.59,126.54,119.68,80.64,45.34,63.01,63.77,67.56,17.55,20.73,70.54,41.92,35.43,82.68,69.72,110.81,186.28,66.02,31.45,110.25,27.17
2018-06-27,74.33,45.89,33.6,23.39,126.0,100.48,137.78,68.74,43.47,130.13,123.93,81.71,45.84,64.57,65.57,66.49,17.64,21.22,69.2,42.79,35.71,83.77,69.75,110.71,192.8,66.81,32.11,109.52,27.06
2018-06-28,73.58,45.94,32.95,23.66,125.66,100.92,137.4,68.41,43.58,130.84,123.5,81.97,45.63,65.05,65.56,66.98,17.48,20.7,69.49,43.2,35.1,83.4,69.93,111.74,188.85,67.01,31.49,109.11,27.17
2018-06-29,73.25,46.75,33.03,23.8,126.43,101.74,138.35,69.62,43.96,131.57,124.43,82.73,45.06,63.76,66.89,68.43,17.67,20.86,70.16,43.4,35.28,83.68,69.83,112.31,189.24,67.03,31.74,110.83,27.11
2018-07-02,72.44,44.68,32.94,23.52,124.25,97.66,135.39,68.59,43.53,129.3,122.4,81.76,44.47,62.71,64.89,68.36,17.43,20.66,70.27,42.75,33.99,82.52,68.95,110.61,185.21,65.21,30.67,109.23,26.7
2018-07-03,73.46,45.78,33.29,23.39,124.73,97.98,136.31,69.56,44.0,130.05,122.43,82.24,44.53,63.93,65.96,69.04,17.69,21.27,70.82,43.15,34.68,83.86,69.33,110.51,186.19,65.84,31.08,108.17,27.04
2018-07-05,72.58,46.33,33.25,23.44,123.98,98.58,137.43,68.93,43.99,132.0,123.22,82.31,44.45,63.73,66.38,67.28,17.58,20.7,69.6,43.58,34.85,84.19,70.23,110.15,183.33,66.43,30.41,107.53,27.42
2018-07-06,73.66,46.91,33.67,23.58,124.14,100.56,141.46,69.65,44.51,134.97,124.35,82.33,44.93,65.46,67.55,68.6,17.93,21.09,70.2,44.26,35.21,84.25,71.21,111.18,185.02,67.03,30.64,107.83,27.58
2018-07-09,75.18,48.4,34.44,23.72,125.99,102.01,145.41,71.0,45.3,136.665,126.13,82.9,45.83,66.79,69.21,70.0,18.1,21.91,71.82,45.0,36.82,85.25,71.31,112.59,189.24,68.34,31.34,109.27,27.57
2018-07-10,75.47,48.61,34.27,23.65,127.59,102.1,145.39,71.74,45.61,133.96,126.97,83.66,46.26,67.22,69.6,68.95,18.22,21.98,71.87,45.33,37.23,85.7,71.22,113.19,189.82,69.49,31.85,108.62,27.51
2018-07-11,73.35,47.68,32.92,23.65,123.52,100.54,144.25,70.05,44.12,130.76,124.66,82.59,45.1,65.66,66.82,67.26,17.86,21.3,69.96,44.49,35.87,83.93,70.31,110.66,182.59,68.34,30.67,106.36,27.49
2018-07-12,73.69,47.07,32.77,23.27,124.26,99.32,145.55,71.45,43.93,130.28,124.14,82.69,44.92,64.13,66.74,67.92,18.03,21.43,70.51,44.24,35.95,84.56,70.86,111.14,182.36,67.47,30.87,106.79,27.17
2018-07-13,74.59,47.45,32.63,23.45,124.04,99.97,148.08,72.0,44.72,131.34,125.96,83.31,45.35,64.5,66.54,68.68,17.91,21.48,71.74,44.24,36.02,83.64,71.4,111.81,184.55,68.08,30.94,107.34,27.32
2018-07-16,72.84,46.0,32.33,23.7,122.98,97.92,147.86,70.58,44.21,129.99,124.61,82.49,44.96,62.55,63.88,68.9,17.8,20.04,71.42,43.85,34.86,82.53,70.01,111.32,183.0,67.42,30.58,106.3,27.25
2018-07-17,71.43,45.26,32.64,23.66,121.91,97.39,148.06,70.28,44.08,130.65,124.32,82.31,45.06,62.13,63.46,70.57,17.69,20.06,71.7,43.7,34.45,82.69,70.33,111.06,182.64,66.74,30.66,106.09,26.97
2018-07-18,71.5,44.46,32.55,23.94,121.53,95.52,149.66,70.35,43.75,130.59,123.58,82.22,44.8,60.75,64.14,71.6,17.78,20.37,72.56,43.25,34.33,82.96,70.13,110.9,182.24,67.06,30.95,106.65,27.76
2018-07-19,71.08,44.55,31.78,24.42,121.67,96.41,148.27,69.69,44.14,132.09,122.39,82.01,44.96,59.59,64.5,71.81,17.99,20.54,72.86,43.19,34.75,82.98,70.44,110.9,182.97,66.92,30.1,107.0,28.69
2018-07-20,70.95,44.38,32.0,24.24,122.27,96.75,144.29,70.01,44.14,131.15,122.35,81.4,45.2,59.4,64.04,71.02,17.69,20.48,72.52,43.1,34.68,83.08,69.93,110.36,180.95,66.09,30.18,106.21,28.8
2018-07-23,71.06,44.35,32.5,24.3,121.33,96.76,143.41,69.98,44.21,131.17,122.86,81.4,41.54,58.9,64.24,70.96,17.7,20.46,73.0,42.53,34.58,82.45,70.15,110.44,181.31,65.74,29.9,106.28,28.8
2018-07-24,72.36,45.05,32.99,24.27,123.85,97.93,145.38,70.85,44.56,133.45,125.62,83.01,40.35,59.21,65.06,70.9,17.65,20.85,73.74,42.3,35.28,83.46,70.38,111.22,187.17,65.52,29.94,107.27,29.18
2018-07-25,73.31,45.7,33.27,24.97,124.9,98.36,147.27,71.51,45.27,134.68,128.38,83.59,39.82,58.82,64.88,72.05,17.9,21.18,74.72,42.32,35.7,84.33,70.89,112.35,188.65,65.78,29.87,109.33,29.44
2018-07-26,73.33,45.72,34.02,24.72,123.95,99.28,149.37,71.8,45.15,134.55,128.86,84.24,41.31,59.79,64.33,74.41,18.03,21.24,80.16,42.52,35.86,84.16,71.29,116.0,188.45,66.86,31.16,116.83,29.46
2018-07-27,72.4,45.01,34.73,22.81,125.97,99.01,148.31,71.45,44.55,132.34,129.15,81.92,41.8,60.83,63.61,74.07,17.9,20.83,80.99,46.91,35.34,83.47,70.12,118.79,186.02,67.04,32.49,116.35,29.1
2018-07-30,73.71,46.06,34.69,22.73,127.83,100.35,149.15,72.27,45.06,133.71,129.9,81.74,42.29,62.99,64.68,74.91,17.75,21.11,81.5,48.1,36.2,83.31,70.58,122.15,191.27,67.58,33.33,117.26,29.57
2018-07-31,73.15,46.0,34.58,23.5,126.27,98.6,145.85,72.17,45.01,131.95,128.94,81.51,42.42,61.35,65.63,74.58,17.78,21.12,80.83,48.62,36.09,83.93,70.44,123.34,189.27,67.52,32.55,118.35,29.75
2018-08-01,69.57,44.94,34.27,23.29,125.39,96.45,143.14,71.81,43.47,132.88,125.57,80.39,42.06,61.76,64.8,73.81,17.53,20.31,80.76,47.42,35.14,82.64,68.12,123.01,187.66,66.66,32.26,116.78,30.07
2018-08-02,69.67,44.41,33.94,23.08,123.76,96.13,142.0,71.56,43.94,134.49,125.93,79.91,41.91,61.1,65.82,68.91,17.68,20.83,79.73,47.38,35.83,82.24,68.5,122.05,188.58,65.94,31.66,115.33,30.98
2018-08-03,68.26,45.15,33.88,23.45,124.05,94.03,133.5,71.29,43.05,130.8,122.41,80.2,42.05,61.3,66.3,67.65,17.62,20.54,79.09,47.03,32.89,82.29,67.51,121.66,184.11,65.89,31.21,115.38,31.14
2018-08-06,68.28,45.64,34.9,23.54,124.3,95.04,135.15,71.73,43.65,133.62,123.9,80.18,41.96,61.21,66.96,68.2,17.95,20.61,79.84,46.5,32.38,82.3,68.21,122.54,186.11,65.74,30.92,114.89,31.34
2018-08-07,64.54,46.38,35.18,23.78,125.18,97.34,136.43,72.9,43.45,134.74,124.43,81.27,42.03,61.99,67.25,69.11,17.98,20.72,81.27,46.63,31.23,81.94,68.24,122.72,186.57,66.68,31.24,116.71,31.57
2018-08-08,65.15,46.13,35.05,23.4,123.88,88.95,134.95,71.39,42.67,133.79,122.77,80.73,42.03,61.75,65.93,69.42,17.92,20.14,81.69,46.41,30.78,81.2,68.61,122.98,188.03,66.41,30.75,115.9,31.55
2018-08-09,66.06,43.29,34.67,23.54,122.53,88.87,134.84,71.75,42.07,131.15,122.31,80.32,41.51,60.5,64.0,68.36,17.94,20.09,80.75,45.65,30.63,77.79,68.74,122.18,185.65,65.4,29.99,115.14,31.79
2018-08-10,66.82,44.17,34.75,23.64,123.34,89.99,137.73,71.94,42.84,134.8,122.77,79.42,41.94,62.62,64.27,69.02,18.17,20.38,80.93,45.84,30.58,78.78,68.9,122.59,186.14,66.04,30.0,115.37,31.79
2018-08-13,66.34,43.69,34.12,23.36,122.44,86.53,135.96,71.07,42.07,131.87,121.5,78.56,40.85,62.14,63.33,68.55,17.84,20.08,80.09,45.0,30.25,78.14,68.04,121.57,183.12,64.97,29.23,114.79,30.69
2018-08-14,66.98,43.9,33.93,23.72,122.58,86.01,137.16,72.15,42.41,133.75,123.07,78.31,40.67,63.56,63.92,69.03,17.95,20.45,80.11,45.2,30.3,79.66,68.55,120.94,183.34,64.8,28.89,115.05,30.31
2018-08-15,62.34,41.98,31.81,22.98,117.94,83.22,131.36,67.82,40.48,117.7,115.44,76.94,39.7,61.92,61.5,67.37,17.73,19.0,77.18,43.72,28.93,76.93,66.95,115.38,173.69,62.29,27.6,111.52,30.0
2018-08-16,62.31,42.17,31.58,23.5,117.66,83.45,133.58,69.41,40.68,120.46,115.91,78.0,39.77,61.24,62.74,67.75,17.82,19.32,76.69,43.75,29.23,78.02,67.15,114.94,173.09,62.49,27.9,111.32,30.01
